Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7
Act 3 - Dungeon 1 B	Swampy Pit Level 2	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	67	94	700	900	900	33	40	36	48	36	48	1	0	11	mummy4	bonefetish4	batdemon2	willowisp1	zombie4	wraith4	blunderbore2	vampire2	vampire1																		thornhulk6	vampire10	batdemon2	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2	slinger2	vampire1	blunderbore7	vampire10	deathmauler7													thornhulk6	vampire10	batdemon2	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2	slinger2	vampire1																rat				30								0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	EnteringTheSwampyPitLevel2	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 2 A	Flayer Dungeon Level 1	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	67	94	700	900	900	33	40	30	36	30	36	1	0	11	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																rat				30								0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	EnteringTheFlayerDungeonLevel1	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 2 B	Flayer Dungeon Level 2	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	67	94	700	900	900	33	40	30	30	30	30	1	0	11	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																	thornhulk6	vampire10	batdemon2	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2	slinger2	vampire1																thornhulk6	vampire10	batdemon2	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2	slinger2	vampire1																rat				30								0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	EnteringTheFlayerDungeonLevel2	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 1 Treasure	Swampy Pit Level 3	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	67	94	700	900	900	33	40	12	18	12	18	1	0	11	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																rat				30								0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	EnteringTheSwampyPitLevel3	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 2 Treasure	Flayer Dungeon Level 3	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	67	94	700	900	900	33	40	12	18	12	18	1	0	11	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																rat				30								0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	EnteringTheFlayerDungeonLevel3	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0
Act 3 - Sewer 1	Sewers Level 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	23	48	73	23	68	94	700	900	900	33	40	36	42	36	42	1	0	11	brute5	bonefetish4	batdemon2	mosquito4	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																	brute5	bonefetish4	batdemon2	mosquito4	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																brute5	bonefetish4	batdemon2	mosquito4	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																rat	rat			100	100							0	26	255	Sewers Level 1	To The Sewers Level 1	EnteringTheSewersLevel1	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0
Act 3 - Sewer 2	Sewers Level 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	49	74	24	69	94	700	900	900	33	40	36	42	36	42	1	0	11	brute5	bonefetish4	batdemon2	mosquito4	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																	brute5	bonefetish4	batdemon2	mosquito4	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																brute5	bonefetish4	batdemon2	mosquito4	bonefetish5	zombie4	wraith4	blunderbore2	vampire2	vampire1																rat	rat			100	100							0	26	255	Sewers Level 2	To The Sewers Level 2	EnteringTheSewersLevel2	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0
Act 3 - Temple 1	Ruined Temple	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	69	94	700	900	900	33	40	24	24	24	24	1	0	11	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																rat				30								0	28	255	Ruined Temple	To The Ruined Temple	EnteringTheRuinedTemple	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 2	Disused Fane	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	69	94	700	900	900	33	40	24	24	24	24	1	0	11	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																rat				30								0	28	255	Disused Fane	To The Disused Fane	EnteringTheDisusedFane	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 3	Forgotten Reliquary	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	69	94	700	900	900	33	40	24	24	24	24	1	0	11	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																rat				30								0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	EnteringTheForgottenReliquary	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 4	Forgotten Temple	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	70	94	700	900	900	33	40	12	12	12	12	1	0	11	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																rat				30								0	28	255	Forgotten Temple	To The Forgotten Temple	EnteringTheForgottenTemple	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 5	Ruined Fane	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	70	94	700	900	900	33	40	12	12	12	12	1	0	11	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																rat				30								0	28	255	Ruined Fane	To The Ruined Fane	EnteringTheRuinedFane	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 6	Disused Reliquary	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	70	94	700	900	900	33	40	12	12	12	12	1	0	11	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	corruptrogue5	clawviper5	cr_archer5	blunderbore2	slinger2																rat				30								0	28	255	Disused Reliquary	To The Disused Reliquary	EnteringTheDisusedReliquary	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Mephisto 1	Durance of Hate Level 1	100	2	2	18	18	74	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3800	25	50	75	25	71	94	700	900	900	33	40	30	42	30	42	1	0	11	baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																	baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																bat				30								0	30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	EnteringTheDuranceOfHateLevel1	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0
Act 3 - Mephisto 2	Durance of Hate Level 2	101	2	2	18	18	75	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	102	102	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3700	25	50	75	25	71	94	700	900	900	33	40	30	42	30	42	1	0	11	baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																	baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																bat				30								0	30	26	Durance of Hate Level 2	To The Durance of Hate Level 2	EnteringTheDuranceOfHateLevel2	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0
Act 3 - Mephisto 3	Durance of Hate Level 3	102	2	2	18	18	76	41	29	41	29	41	29	3500	1600	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	101	101	0	0	0	0	-1	-1	65	66	-1	-1	-1	-1	0	255	255	255	0	1	1	0	3800	25	50	75	25	71	94	700	900	900	33	40	30	42	30	42	1	0	11	baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																	baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																baboon3	mosquito1	thornhulk1	unraveler3	fetishblow2	zombie4	wraith4	blunderbore2	vampire2	slinger2																bat				30								0	30	255	Durance of Hate Level 3	To The Durance of Hate Level 3	EnteringTheDuranceOfHateLevel3	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0
Act 4 - Town	The Pandemonium Fortress	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	0	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	1	0	0	2025	0	25	50			94	72	100	100							0	0																																																																																										0	31	27	The Pandemonium Fortress	To The Pandemonium Fortress	EnteringThePandemoniumFortress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 4 - Mesa 1	Outer Steppes	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3900	26	51	76	26	72	95	894	1250	1250	33	40	48	60	48	60	1	0	11	sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	mummy4	thornhulk1																	sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	mummy4	thornhulk1																sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	mummy4	thornhulk1																												0	32	255	Outer Steppes	To The Outer Steppes	EnteringTheOuterSteppes	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0
Act 4 - Mesa 2	Plains of Despair	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	26	51	76	26	72	95	894	1250	1250	33	40	48	60	48	60	1	0	11	sandleaper5	vilemother1	fingermage1	regurgitator1	corruptrogue5	megademon3	megademon2	doomknight2	wraith5	thornhulk1																	sandleaper5	vilemother1	fingermage1	regurgitator1	corruptrogue5	megademon3	megademon2	doomknight2	wraith5	thornhulk1																sandleaper5	vilemother1	fingermage1	regurgitator1	corruptrogue5	megademon3	megademon2	doomknight2	wraith5	thornhulk1																												0	32	255	Plains of Despair	To The Plains of Despair	EnteringThePlainsOfDespair	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0
Act 4 - Mesa 3	City of the Damned	106	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	107	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1	40	255	255	255	0	0	1	0	2025	27	52	77	27	73	95	894	1250	1250	33	40	48	60	48	60	1	0	11	sandleaper5	vilemother1	fingermage1	clawviper5	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																	sandleaper5	vilemother1	fingermage1	clawviper5	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																sandleaper5	vilemother1	fingermage1	clawviper5	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																												0	32	28	City of the Damned	To The City of the Damned	EnteringTheCityOfTheDamned	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0
Act 4 - Lava 1	River of Flame	107	3	3			78	200	200	200	200	200	200	-1	-1	0	1	0	0	0	0	1	1	0	0	1	28	-1	-1	-1	-1	106	108	0	0	0	0	0	0	70	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3800	27	52	77	27	73	96	894	1250	1250	33	40	36	42	36	42	1	5	11	sandleaper5	vilemother1	cr_archer5	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																	sandleaper5	vilemother1	cr_archer5	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																sandleaper5	vilemother1	cr_archer5	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																												0	33	29	River of Flame	To The River of Flame	EnteringTheRiverOfFlame	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0
Act 4 - Diablo 1	The Chaos Sanctuary	108	3	3			78	120	120	120	120	120	120	1500	1000	0	1	0	0	0	0	1	1	0	0	3	28	-1	-1	-1	-1	107	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	28	53	78	28	74	96	894	1250	1250	33	40	36	42	36	42	1	0	11	sandleaper5	slinger2	fingermage1	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																	sandleaper5	slinger2	fingermage1	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																sandleaper5	slinger2	fingermage1	regurgitator1	doomknight1	megademon3	megademon2	doomknight2	wraith5	thornhulk1																												0	34	255	Chaos Sanctum	To Chaos Sanctum	EnteringChaosSanctum	48	49	0	0	0	0	0	0	30	50	0	0	0	0	0	0
Act 5 - Town	Harrogath	109	4	4			79	40	40	40	40	40	40	1000	1000	0	1	1	0	0	0	1	1	0	0	2	29	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	0	0				100	100	100							0	0																																																																																										0	36	30	Harrogath	To Harrogath	EnteringHarrogath	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Siege 1	Bloody Foothills	110	4	4			79	240	48	240	48	240	48	760	1000	0	1	1	0	0	0	0	1	0	0	3	30	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	30	74	97	572	800	800	33	40	24	36	24	36	0	0	11	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																1	minion1	succubus5	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																bunny				3								0	37	255	Bloody Foothills	To The Bloody Foothills	EnteringTheBloodyFoothills	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25
Act 5 - Barricade 1	Frigid Highlands	111	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3900	25	50	75	30	75	97	572	800	800	33	40	54	66	54	66	0	0	11	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																1	minion1	deathmauler1	overseer1	succubus5	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																bunny				2								0	37	31	Rigid Highlands	To The Rigid Highlands	EnteringTheRigidHighlands	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25
Act 5 - Barricade 2	Arreat Plateau	112	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	113	0	0	0	0	0	-1	-1	71	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	26	51	76	30	76	97	572	800	800	33	40	54	66	54	66	0	0	11	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																1	minion1	deathmauler1	overseer1	imp1	succubus5	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																bunny				2								0	37	32	Arreat Plateau	To The Arreat Plateau	EnteringTheArreatPlateau	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25
Act 5 - Ice Cave 1	Crystalline Passage	113	4	4			80	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	112	115	114	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	30	77	97	572	800	800	33	40	42	54	42	54	1	0	11	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																1	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																												0	39	33	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	EnteringTheCrystalizedCavernLevel1	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0
Act 5 - Ice Cave 1A	Frozen River	114	4	4			81	64	64	64	64	64	64	2000	1300	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	113	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	30	77	97	572	800	800	33	40	36	48	36	48	1	0	11	snowyeti2	succubus5	reanimatedhorde1	deathmauler3	succubus2	frozenhorror2	imp4	bloodlord1	regurgitator1	regurgitator1																1	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	succubus5	minion2	bloodlord1	reanimatedhorde3																snowyeti2	succubus5	reanimatedhorde1	deathmauler3	succubus2	frozenhorror2	imp4	bloodlord1	regurgitator1	regurgitator1																												0	39	255	Cellar of Pity	To The Cellar of Pity	EnteringTheCellarOfPity	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0
Act 5 - Ice Cave 2	Glacial Trail	115	4	4			82	200	200	200	200	200	200	2000	1464	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	113	117	116	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	30	77	97	572	800	800	33	40	42	54	42	54	1	0	11	snowyeti2	succubus5	reanimatedhorde1	deathmauler3	succubus2	frozenhorror2	imp4	bloodlord1	regurgitator1	regurgitator1																1	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	bloodlord1	reanimatedhorde3																snowyeti2	succubus5	reanimatedhorde1	deathmauler3	succubus2	frozenhorror2	imp4	bloodlord1	regurgitator1	regurgitator1																												0	40	34	Crystalized Cavern Level 2	To The Crystalized Cavern Level 2	EnteringTheCrystalizedCavernLevel2	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0
Act 5 - Ice Cave 2A	Drifter Cavern	116	4	4			83	32	32	32	32	32	32	2000	1764	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	115	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	30	77	97	572	800	800	33	40	36	48	36	48	1	0	11	snowyeti2	succubus5	reanimatedhorde1	deathmauler3	succubus2	frozenhorror2	imp4	bloodlord1	regurgitator1	regurgitator1																1	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6	minion2	succubus5	reanimatedhorde3																snowyeti2	succubus5	reanimatedhorde1	deathmauler3	succubus2	frozenhorror2	imp4	bloodlord1	regurgitator1	regurgitator1																												0	40	255	Echo Chamber	To The Echo Chamber	EnteringTheEchoChamber	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0
