index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
1529	Winter Decay					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1530	Cypress					staff/war_staff	staff/skullcollector	staff/war_staff
1531	Corrupted Blade					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1532	Agnis Apprentice					bow/short_bow	bow/short_bow	bow/short_bow
1533	Vahagn Bow					bow/short_bow	bow/short_bow	bow/short_bow
1534	Evil Steel					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1535	Gouge					knife/dagger	knife/dagger	knife/dagger
1536	Flay					knife/dagger	knife/dagger	knife/dagger
1537	Backstab					knife/dagger	knife/dagger	knife/dagger
1538	Bloodrites Blade					knife/dirk	knife/dirk	knife/dirk
1539	Bloodtip					knife/dirk	knife/dirk	knife/dirk
1540	Bleeding Edge					knife/dirk	knife/dirk	knife/dirk
1541	Ravin R29					bow/leadcrow	bow/leadcrow	bow/leadcrow
1542	Tenpoint X					bow/leadcrow	bow/leadcrow	bow/leadcrow
1543	Centerpoint					bow/leadcrow	bow/leadcrow	bow/leadcrow
1544	Heart Of Bone					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1545	Bone Guard					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1546	Aching Face					helmet/mask	helmet/mask	helmet/mask
1547	Braincage					helmet/wormskull	helmet/wormskull	helmet/wormskull
1548	Valenspike					helmet/wormskull	helmet/wormskull	helmet/wormskull
1549	Grim Dawn					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1550	Spirit Stick					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1551	Basilisk Blood					armor/leather_armor	armor/leather_armor	armor/leather_armor
1552	Slick Skin					armor/leather_armor	armor/leather_armor	armor/leather_armor
1553	The Unholy Spirit Shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1554	Blood Signet					ring/ring	ring/ring	ring/ring
1555	Shadestrap					belt/belt_m	belt/belt_m	belt/belt_m
1556	Shattered Dreams					bow/doomspittle	bow/doomspittle	bow/doomspittle
1557	Arrows Of The Immolated					quiver/arrows	quiver/arrows	quiver/arrows
1558	Grand Rune Of The Immolated					charm/charm_large	charm/charm_large	charm/charm_large
1559	Arrows Of The Fridgid Winter					quiver/arrows	quiver/arrows	quiver/arrows
1560	Arrows Of The Magnetic Shock					quiver/arrows	quiver/arrows	quiver/arrows
1561	Lower Maiden Wraps					glove/bracers_m	glove/bracers_m	glove/bracers_m
1562	Trueguard Wraps					glove/bracers_m	glove/bracers_m	glove/bracers_m
1563	Lesser Bow Of Zeus					bow/piercerib	bow/piercerib	bow/piercerib
1564	Windfury					bow/long_bow	bow/kuko_shakaku	bow/long_bow
1565	Winter's Bane					bow/long_bow	bow/kuko_shakaku	bow/long_bow
1566	Squire's Signet					ring/ring	ring/ring	ring/ring
1567	Windrunners Boots					boot/chain_boots	boot/chain_boots	boot/chain_boots
1568	Fridgid Step					boot/chain_boots	boot/chain_boots	boot/chain_boots
1569	Lesser Goldwrap					belt/sash_l	belt/sash_l	belt/sash_l
1570	Hanzo's Holdstrap					belt/sash_l	belt/sash_l	belt/sash_l
1571	Grand Sky Scepter					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1572	Emperyon					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1573	Fortification					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1574	Final Stop					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1575	Surtr					sword/flamberge	sword/todesfaelle_flamme	sword/flamberge
1576	Holy Guards Wall					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1577	Pangea					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1578	Rajjins Wraps					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1579	Rune of Ancients Pledge					charm/charm_large	charm/charm_large	charm/charm_large
1580	Rune Of Edge					charm/charm_large	charm/charm_large	charm/charm_large
1581	Rune Of Holy Thunder					charm/charm_large	charm/charm_large	charm/charm_large
1582	Rune Of Honor					charm/charm_large	charm/charm_large	charm/charm_large
1583	Rune Of Hustle					charm/charm_large	charm/charm_large	charm/charm_large
1584	Rune Of Strength					charm/charm_large	charm/charm_large	charm/charm_large
1585	Rune Of Steel					charm/charm_large	charm/charm_large	charm/charm_large
1586	Rune Of Stealth					charm/charm_large	charm/charm_large	charm/charm_large
1587	Rune Of Zephyr					charm/charm_large	charm/charm_large	charm/charm_large
1588	Magnetic Man					armor/chain_mail	armor/chain_mail	armor/chain_mail
1589	Green Beret					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1590	Underhammer					hammer/bonesob	hammer/bonesob	hammer/bonesob
1591	Heavens Might					armor/light_plate	armor/light_plate	armor/light_plate
1592	Crimson Balrog					sword/claymore	sword/claymore	sword/claymore
1593	Maidens Circle					shield/stormguild	shield/stormguild	shield/stormguild
1594	Maidens Cord					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1595	Icicle Cane					staff/short_staff	staff/short_staff	staff/short_staff
1596	Cold Death					wand/yew_wand	wand/yew_wand	wand/yew_wand
1597	Elemental Worldslash					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
1598	Channeling Grips					glove/bracers_m	glove/bracers_m	glove/bracers_m
1599	Ice Maiden Signet					ring/ring	ring/ring	ring/ring
1600	Knights Grips					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1601	Tempest Fingers					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1602	Signet Of The Light					ring/ring	ring/ring	ring/ring
1603	Stone Signet					ring/ring	ring/ring	ring/ring
1604	Rune Of Insight					charm/charm_large	charm/charm_large	charm/charm_large
1605	Goblins Eye					amulet/amulet	amulet/amulet	amulet/amulet
1606	Token Of Legend					quest/mephisto_soul_stone	quest/mephisto_soul_stone	quest/mephisto_soul_stone
1607	Durandal					sword/hellplague	sword/hellplague	sword/hellplague
1608	Colossus Of Cloud					sword/blacktongue	sword/blacktongue	sword/blacktongue
1609	Kingmoors Ring					ring/ring	ring/ring	ring/ring
1610	Frequency Band					ring/ring	ring/ring	ring/ring
1611	Splitting Steel					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1612	Strap Of Crusades					belt/girdle_h	belt/girdle_h	belt/girdle_h
1613	Survival Vest					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1614	Palladium Of Zakarum					amulet/amulet	amulet/amulet	amulet/amulet
1615	Ullrs Warstaff					staff/battle_staff	staff/battle_staff	staff/battle_staff
1616	Calamity Spear					javelin/pilum	javelin/pilum	javelin/pilum
1617	Molten Dusk					javelin/pilum	javelin/pilum	javelin/pilum
1618	Splintered Bane					javelin/pilum	javelin/pilum	javelin/pilum
1619	Aftershock					javelin/pilum	javelin/pilum	javelin/pilum
1620	Lost Souls Cataclysm					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
1621	Wardens Escape					boot/plate_boots	boot/plate_boots	boot/plate_boots
1622	Variable Pierce					spear/spetum	spear/spetum	spear/spetum
1623	Stone Gauntlets					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1624	Teslas Point					spear/pike	spear/pike	spear/pike
1625	Spike Pike					spear/pike	spear/pike	spear/pike
1626	Akans Braincage					helmet/wormskull	helmet/wormskull	helmet/wormskull
1627	Deadmans Crosseye					bow/hellcast	bow/hellcast	bow/hellcast
1628	Shank Of Belzano					knife/balanced_knife	knife/balanced_knife	knife/balanced_knife
1629	Marked For Dead					bow/ichorsting	bow/ichorsting	bow/ichorsting
1630	Blood Pact					ring/ring	ring/ring	ring/ring
1631	Brothers Grim					polearm/scythe	polearm/scythe	polearm/scythe
1632	Nine Heavens					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
1633	Sworden Tors					sword/claymore	sword/claymore	sword/claymore
1634	Hermes Headwraps					voodoo_head/unraveller_head	voodoo_head/unraveller_head	voodoo_head/unraveller_head
1635	Golden Guardian					shield/heraldic_shield	shield/heraldic_shield	shield/heraldic_shield
1636	Razor Guard					shield/spiked_shield	shield/spiked_shield	shield/spiked_shield
1637	Frozen Globe					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
1638	Gigas Stone Crush					mace/bloodrise	mace/bloodrise	mace/bloodrise
1639	Skadi's Shelter					armor/ring_mail	armor/ring_mail	armor/ring_mail
1640	the_hand_of_broc					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1641	Arrows Of Wizardry					quiver/arrows	quiver/arrows	quiver/arrows
1642	Boreas Shot					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1643	Gigas Gale					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1644	Shezmu's Vengeance					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1645	Belt Of Hatred					belt/sash_l	belt/sash_l	belt/sash_l
1646	Nine Dragons					spear/spear	spear/spear	spear/spear
1647	Death Whisper					bow/piercerib	bow/piercerib	bow/piercerib
1648	Zephyrus Medallion					amulet/amulet	amulet/amulet	amulet/amulet
1649	Nimbulus					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
1650	Forecast					polearm/bardiche	polearm/bardiche	polearm/bardiche
1651	Alpha Cap of Wisdom					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
1652	Fiendspike					club/stoutnail	club/stoutnail	club/stoutnail
1653	Molten Spike					club/stoutnail	club/stoutnail	club/stoutnail
1654	Venesin					pelt/alpha_helm	pelt/alpha_helm	pelt/alpha_helm
1655	Moo Moos Mark					ring/ring	ring/ring	ring/ring
1656	reapers Touch					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1657	Forte Of Fissures					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1658	Frozen Forte					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1659	Windrunners Spirit Mask					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1660	gem_of_souls					gem/gem_of_souls	gem/gem_of_souls	gem/gem_of_souls
1661	gem_of_life					gem/gem_of_life	gem/gem_of_life	gem/gem_of_life
1662	gem_of_thunder_shock					gem/gem_of_thunder_shock	gem/gem_of_thunder_shock	gem/gem_of_thunder_shock
1663	gem_of_burning_flames					gem/gem_of_burning_flames	gem/gem_of_burning_flames	gem/gem_of_burning_flames
1664	gem_of_ice_shards					gem/gem_of_ice_shards	gem/gem_of_ice_shards	gem/gem_of_ice_shards
1665	gem_of_fierce_winds					gem/gem_of_fierce_winds	gem/gem_of_fierce_winds	gem/gem_of_fierce_winds
1666	gem_of_stone_wishes					gem/gem_of_stone_wishes	gem/gem_of_stone_wishes	gem/gem_of_stone_wishes
