Name	version	*order	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Grandmaster's	100	784	1	1	55		25				5	141	oskill	Battle Command	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	785	1	1	55		25				5	141	oskill	Skadi's Spear	1	2	all-stats		4	4						spea	glov	amul	ring	lcha								0	0
Grandmaster's	100	786	1	1	55		25				5	141	oskill	Forcewave	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	787	1	1	55		25				5	141	oskill	Chi Strike	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	788	1	1	55		25				5	141	oskill	Guardian Of Wind	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	789	1	1	55		25				5	141	oskill	Master Of The Wind	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	790	1	1	55		25				5	141	oskill	Cold Totem	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	791	1	1	55		25				5	141	oskill	Shattering Smash	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	792	1	1	55		25				5	141	oskill	Blood Hooves	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	793	1	1	55		25				5	141	oskill	Bovine Burst	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	794	1	1	55		25				5	141	oskill	Polearm Mastery	1	2	all-stats		4	4						pole	glov	amul	ring	lcha								0	0
Grandmaster's	100	795	1	1	55		25				5	141	oskill	Fire Totem	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	796	1	1	55		25				5	141	oskill	Storm Totem	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	797	1	1	55		25				5	141	oskill	Shotgun Bolts	1	2	all-stats		4	4						scep	glov	amul	ring	lcha								0	0
Grandmaster's	100	798	1	1	55		25				5	141	oskill	Guardian Of Earth	1	2	all-stats		4	4						pole	glov	amul	ring	lcha								0	0
Grandmaster's	100	799	1	1	55		25				5	141	oskill	Sword Master	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
Grandmaster's	100	800	1	1	55		25				5	141	oskill	Molten Smash	1	2	all-stats		4	4						blun	glov	amul	ring	lcha								0	0
Grandmaster's	100	801	1	1	55		25				5	141	oskill	Totem Mastery	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	802	1	1	55		25				5	141	oskill	Bovine Barrier	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	803	1	1	55		25				5	141	oskill	Totem Mastery	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	804	1	1	55		25				5	141	oskill	Wave Of Light	1	2	all-stats		4	4						pole	glov	amul	ring	lcha								0	0
Grandmaster's	100	805	1	1	55		25				5	141	oskill	Frigid Winds	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	806	1	1	55		25				5	141	oskill	Sweeping Gale	1	2	all-stats		4	4						pole	glov	amul	ring	lcha								0	0
Grandmaster's	100	807	1	1	55		25				5	141	oskill	Blunt Mastery	1	2	all-stats		4	4						blun	glov	amul	ring	lcha								0	0
Grandmaster's	100	808	1	1	55		25				5	141	oskill	Hunger	1	2	all-stats		4	4						pole	glov	amul	ring	lcha								0	0
Grandmaster's	100	809	1	1	55		25				5	141	oskill	Moo Moo Magic	1	2	all-stats		4	4						pole	glov	amul	ring	lcha								0	0
Grandmaster's	100	810	1	1	55		25				5	141	oskill	Shaman Strike	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	811	1	1	55		25				5	141	oskill	Razor Winds	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	812	1	1	55		25				5	141	oskill	Splitting Earth	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	813	1	1	55		25				5	141	oskill	Splitting Earth	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	814	1	1	55		25				5	141	oskill	Stonefist	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	815	1	1	55		25				5	141	oskill	Stone Spears	1	2	all-stats		4	4						pole	glov	amul	ring	lcha								0	0
Grandmaster's	100	816	1	1	55		25				5	141	oskill	Runic Hammer	1	2	all-stats		4	4						hamm	glov	amul	ring	lcha								0	0
Grandmaster's	100	817	1	1	55		25				5	141	oskill	Blood Mastery	1	2	all-stats		4	4						armo	glov	amul	ring	lcha								0	0
Grandmaster's	100	818	1	1	55		25				5	141	oskill	Bone Storm	1	2	all-stats		4	4						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	819	1	1	55		25				5	141	oskill	Bone Shot	1	2	all-stats		4	4						xbow	glov	amul	ring	lcha								0	0
Grandmaster's	100	820	1	1	55		25				5	141	oskill	Brain Grenade	1	2	all-stats		4	4						xbow	glov	amul	ring	lcha								0	0
Grandmaster's	100	821	1	1	55		25				5	141	oskill	Spirit Barrage	1	2	all-stats		4	4						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	822	1	1	55		25				5	141	oskill	Bone Spikes	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	823	1	1	55		25				5	141	oskill	Fan Of Knives	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	824	1	1	55		25				5	141	oskill	Barrage	1	2	all-stats		4	4						xbow	glov	amul	ring	lcha								0	0
Grandmaster's	100	825	1	1	55		30				5	141	oskill	Bone Sentry	1	2	all-stats		4	4						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	826	1	1	55		25				5	141	oskill	Savage Vipers	1	2	all-stats		4	4						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	827	1	1	55		25				5	141	oskill	Expert Marksman	1	2	all-stats		4	4						xbow	glov	amul	ring	lcha								0	0
Grandmaster's	100	828	1	1	55		25				5	141	oskill	Seeking Daggers	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	829	1	1	55		25				5	141	oskill	Bloodborne	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	830	1	1	55		25				5	141	oskill	Bleeding Heart	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	831	1	1	55		25				5	141	oskill	Ravager	1	2	all-stats		4	4						weap	glov	amul	ring	lcha								0	0
Grandmaster's	100	832	1	1	55		25				5	141	oskill	Ghostly Daggers	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	833	1	1	55		25				5	141	oskill	Hells Knife	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	834	1	1	55		25				5	141	oskill	Blood Nova	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	835	1	1	55		25				5	141	oskill	Blood Nova	1	2	all-stats		4	4						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	836	1	1	55		25				5	141	oskill	Skeleton Sentry	1	2	all-stats		4	4						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	837	1	1	55		25				5	141	oskill	Harbinger	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	838	1	1	55		25				5	141	oskill	Knife Mastery	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	839	1	1	55		25				5	141	oskill	Acid Skull	1	2	all-stats		4	4						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	840	1	1	55		25				5	141	oskill	Bloodstream	1	2	all-stats		4	4						knif	glov	amul	ring	lcha								0	0
Grandmaster's	100	841	1	1	55		25				5	141	oskill	Revive	1	2	all-stats		4	4						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	842	1	1	55		25				5	141	oskill	Claws of Thunder	1	2	all-stats		4	4						h2h2	glov	amul	ring	lcha								0	0
Grandmaster's	100	843	1	1	55		25				5	141	oskill	Blood Geysers	1	2	res-all		10	12						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	844	1	1	55		25				5	141	oskill	Ricochet	1	2	res-all 		10	12						xbow	glov	amul	ring	lcha								0	0
Grandmaster's	100	845	1	1	55		25				5	141	oskill	Spirit Shot	1	2	enr		10	15						xbow	glov	amul	ring	lcha								0	0
Grandmaster's	100	846	1	1	55		25				5	141	oskill	Spirit CIrcle	1	2	enr		10	15						wand	glov	amul	ring	lcha								0	0
Grandmaster's	100	847	1	1	55		25				5	141	oskill	Climhazard	1	2	all-stats		4	10						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	848	1	1	55		25				5	141	oskill	Heavens Fury	1	2	enr		10	15						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	849	1	1	55		25				5	141	oskill	Electromagnetic	1	2	extra-ltng		6	6						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	850	1	1	55		25				5	141	oskill	Meditation	1	2	mana		200	300						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	851	1	1	55		25				5	141	oskill	Warrior of Light	1	2	light		15	15						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	852	1	1	55		25				5	141	oskill	Boon Of The Hoarder	1	2	mag%		25	25						boot	glov	amul	ring	lcha								0	0
Grandmaster's	100	853	1	1	55		25				5	141	oskill	Frostflower	1	2	all-stats		4	4						blun	glov	amul	ring	lcha								0	0
Grandmaster's	100	854	1	1	55		25				5	141	oskill	Holy Shield	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	855	1	1	55		25				5	141	oskill	Agility	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	856	1	1	55		25				5	141	oskill	Runic Hammer	1	2	all-stats		4	4						hamm	glov	amul	ring	lcha								0	0
Grandmaster's	100	857	1	1	55		25				5	141	oskill	Hammer Nova	1	2	all-stats		4	4						hamm	glov	amul	ring	lcha								0	0
Grandmaster's	100	858	1	1	55		25				5	141	oskill	Lightningproof	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	859	1	1	55		25				5	141	oskill	Crippling Wave	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	860	1	1	55		25				5	141	oskill	Scepter Master	1	2	all-stats		4	4						scep	glov	amul	ring	lcha								0	0
Grandmaster's	100	861	1	1	55		25				5	141	oskill	Sword Master	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
Grandmaster's	100	862	1	1	55		25				5	141	oskill	Shotgun Bolts	1	2	all-stats		4	4						scep	glov	amul	ring	lcha								0	0
Grandmaster's	100	863	1	1	55		25				5	141	oskill	Guardian Of Earth	1	2	all-stats		4	4						axe	glov	amul	ring	lcha								0	0
Grandmaster's	100	864	1	1	55		25				5	141	oskill	Hammer Master	1	2	all-stats		4	4						hamm	glov	amul	ring	lcha								0	0
Grandmaster's	100	865	1	1	55		25				5	141	oskill	Thorns	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	866	1	1	55		25				5	141	oskill	Righteous Fire	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	867	1	1	55		25				5	141	oskill	Judgement Cross	1	2	all-stats		4	4						scep	glov	amul	ring	lcha								0	0
Grandmaster's	100	868	1	1	55		25				5	141	oskill	Judgement Cross	1	2	all-stats		4	4						scep	glov	amul	ring	lcha								0	0
Grandmaster's	100	869	1	1	55		25				5	141	oskill	Longevity	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	870	1	1	55		25				5	141	oskill	Shield Split	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	871	1	1	55		25				5	141	oskill	Holy Sword Strike	1	2	all-stats		4	4						swor	glov	amul	ring	lcha								0	0
Grandmaster's	100	872	1	1	55		25				5	141	oskill	Fanaticism	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	873	1	1	55		25				5	141	oskill	Conviction	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	874	1	1	55		25				5	141	oskill	Redemption	1	2	all-stats		4	4						shld	glov	amul	ring	lcha								0	0
Grandmaster's	100	875	1	1	55		25				5	141	oskill	Master of Magic	1	2	all-stats		4	4						shld	ring	amul	jewl	armo								0	0
Sensei's	100	876	1	1	50		14				5	142	swing2		25	36											glov	ring	amul	weap								0	0
Sensei's	100	877	1	1	50		14				5	142	cast1		21	29										weap	ring	amul	glov	lcha								0	0
Sensei's	100	878	1	1	50		14				5	142	dmg-max		10	14										mcha	glov	ring	amul	weap								0	0
Sensei's	100	879	1	1	50		18				5	142	hp		122	194									cgrn	weap	ring	amul	glov	lcha								0	0
Sensei's	100	880	1	1	50		14				5	142	cast2		25	36											glov	ring	amul	weap								0	0
Sensei's	100	881	1	1	50		14				5	142	dmg-cold		324	486										weap	ring	amul	glov	lcha								0	0
Sensei's	100	882	1	1	50		14				5	142	str		24	38										weap	ring	amul	glov	lcha								0	0
Sensei's	100	883	1	1	50		14				5	142	sor		1	1									lyel	weap	ring	amul	glov	lcha								0	0
Sensei's	100	884	1	1	50		14				5	142	nec		1	1										weap	ring	amul	glov	lcha								0	0
Sensei's	100	885	1	1	50		14				5	142	dru		1	1									lgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	886	1	1	50		14				5	143	mana-kill		41	59									lgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	887	1	1	50		14				5	143	dmg-fire		324	486										weap	ring	amul	glov	lcha								0	0
Sensei's	100	888	1	1	50		18				5	143	all-stats		8	16										weap	ring	amul	glov	lcha								0	0
Sensei's	100	889	1	1	50		18				5	143	mana		243	389									lgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	890	1	1	50		18				5	143	hp		122	194									lgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	891	1	1	50		18				5	143	mana		243	389									lgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	892	1	1	50		18				5	143	hp		61	97										weap	ring	amul	glov	lcha								0	0
Sensei's	100	893	1	1	50		14				5	143	mag%		13	19										weap	ring	amul	glov	lcha								0	0
Sensei's	100	894	1	1	50		18				5	143	cast2		7	10									dgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	895	1	1	50		18				5	143	swing2		7	10										weap	ring	amul	glov	lcha								0	0
Sensei's	100	896	1	1	50		18				5	143	dmg-min		21	29										weap	ring	amul	glov	lcha								0	0
Sensei's	100	897	1	1	50		18				5	143	pal		1	1										weap	ring	amul	glov	lcha								0	0
Sensei's	100	898	1	1	50		18				5	143	ass		1	1										weap	ring	amul	glov	lcha								0	0
Sensei's	100	899	1	1	50		18				5	143	mana		243	389									dgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	900	1	1	1		1				5	143	ac		30	48										armo	shld	amul	ring	lcha	jewl							0	0
Sensei's	100	901	1	1	50		18				5	143	hp		122	194									lgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	902	1	1	50		18				5	144	bar		1	1										weap	ring	amul	glov	lcha								0	0
Sensei's	100	903	1	1	50		18				5	144	dex		24	38									blac	weap	ring	amul	glov	lcha								0	0
Sensei's	100	904	1	1	50		18				5	144	att		36	54									dred	weap	ring	amul	glov	lcha								0	0
Sensei's	100	905	1	1	50		14				5	144	ac		162	214										weap	ring	amul	glov	lcha								0	0
Sensei's	100	906	1	1	50		14				5	144	dmg-min		10	14										mcha	glov	ring	amul	weap								0	0
Sensei's	100	907	1	1	50		18				5	144	dmg-undead		243	389									lgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	908	1	1	50		18				5	144	swing1		21	29										weap	ring	amul	glov	lcha								0	0
Sensei's	100	909	1	1	50		18				5	144	att%		41	97									lpur	weap	ring	amul	glov	lcha								0	0
Sensei's	100	910	1	1	50		14				5	144	move1		16	25										weap	ring	amul	glov	lcha								0	0
Sensei's	100	911	1	1	50		14				5	144	str%		2	4									cgrn	weap	ring	amul	glov	lcha								0	0
Sensei's	100	912	1	1	50		14				5	144	hp		122	194										weap	ring	amul	glov	lcha								0	0
Sensei's	100	913	1	1	50		14				5	144	dmg-min		41	59									dgld	weap	ring	amul	glov	lcha								0	0
Sensei's	100	914	1	1	50		14				5	144	mana		243	389									cgrn	weap	ring	amul	glov	lcha								0	0
Azure	100	915	1	1	60		40				5	144	res-fire		9	14										armo	ring	amul	glov									0	0
Azure	100	916	1	1	60		40				5	144	res-pois		9	14										armo	ring	amul	glov									0	0
Azure	100	917	1	1	60		40				5	144	res-mag		3	5										armo	ring	amul	glov									0	0
Azure	100	918	1	1	60		40				5	144	dmg-max		23	27										weap	ring	amul	glov									0	0
Azure	100	919	1	1	60		40				5	144	skilltab	22	1	2										weap	ring	amul	glov									0	0
Azure	100	920	1	1	60		40				5	145	mag%		5	9										weap	ring	amul	glov									0	0
Azure	100	921	1	1	60		40				5	145	mag%		5	9										weap	ring	amul	glov									0	0
Azure	100	922	1	1	60		40				5	145	mag%		5	9										weap	ring	amul	glov									0	0
Azure	100	923	1	1	60		40				5	145	skilltab	1	1	2										weap	ring	amul	glov									0	0
Azure	100	924	1	1	60		40				5	145	skilltab	10	1	2										weap	ring	amul	glov									0	0
Azure	100	925	1	1	60		40				5	145	skilltab	5	1	2										weap	ring	amul	glov									0	0
Azure	100	926	1	1	60		40				5	145	skilltab	6	1	2										weap	ring	amul	glov									0	0
Azure	100	927	1	1	60		40				5	145	skilltab	4	1	2										weap	ring	amul	glov									0	0
Azure	100	928	1	1	1		1				5	145	mag%		5	7	gold%		3	4						scha	mcha	jewl										0	0
Azure	100	929	1	1	60		40				5	145	skilltab	11	1	2										weap	ring	amul	glov									0	0
Azure	100	930	1	1	1		1				5	145	res-pois		9	16										armo	shld	amul	ring	lcha	jewl							0	0
Azure	100	931	1	1	60		40				5	145	skilltab	14	1	2										weap	ring	amul	glov									0	0
Azure	100	932	1	1	60		40				5	145	skilltab	15	1	2										weap	ring	amul	glov									0	0
Azure	100	933	1	1	60		40				5	145	skilltab	17	1	2										weap	ring	amul	glov									0	0
Azure	100	934	1	1	60		40				5	145	lifesteal		1	5										weap	ring	amul	glov									0	0
Azure	100	935	1	1	60		40				5	145	str%		2	2										armo	ring	amul	jewl									0	0
Azure	100	936	1	1	60		40				5	145	swing2		8	9										weap	ring	amul	glov									0	0
Azure	100	937	1	1	60		40				5	145	hp		68	90										weap	ring	amul	glov									0	0
Azure	100	938	1	1	60		40				5	145	hp		135	180										weap	ring	amul	glov									0	0
Azure	100	939	1	1	60		40				5	146	ac%		9	18										weap	ring	amul	glov									0	0
Azure	100	940	1	1	60		40				5	146	all-stats		9	14										weap	ring	amul	glov									0	0
Azure	100	941	1	1	60		40				5	146	dmg-cold		360	450										weap	ring	amul	glov									0	0
Azure	100	942	1	1	60		40				5	146	dmg-ltng		360	450										weap	ring	amul	glov									0	0
Azure	100	943	1	1	60		40				5	146	dex%		2	2										armo	ring	amul	jewl									0	0
Azure	100	944	1	1	60		40				5	146	nec		1	1										weap	ring	amul	glov									0	0
Azure	100	945	1	1	60		40				5	146	dmg-mag		45	270										weap	ring	amul	glov									0	0
Azure	100	946	1	1	60		40				5	146	ass		1	1										weap	ring	amul	glov									0	0
Azure	100	947	1	1	60		40				5	146	pal		1	1										weap	ring	amul	glov									0	0
Azure	100	948	1	1	60		40				5	146	mag%		5	9										weap	ring	amul	glov									0	0
Azure	100	949	1	1	60		40				5	146	bar		1	1										weap	ring	amul	glov									0	0
Azure	100	950	1	1	60		40				5	146	mag%		5	9										weap	ring	amul	glov									0	0
Azure	100	951	1	1	50		18				5	146	swing1		23	32										weap	ring	amul	glov									0	0
Azure	100	952	1	1	60		40				5	146	skilltab	9	1	2										weap	ring	amul	glov									0	0
Azure	100	953	1	1	60		40				5	146	skilltab	3	1	2										weap	ring	amul	glov									0	0
Azure	100	954	1	1	60		40				5	146	skilltab	28	1	2										weap	ring	amul	glov									0	0
Azure	100	955	1	1	60		40				5	146	mana		270	360										weap	ring	amul	glov									0	0
Azure	100	956	1	1	60		40				5	146	skilltab	30	1	2										weap	ring	amul	glov									0	0
Azure	100	957	1	1	60		40				5	147	skilltab	24	1	2										weap	ring	amul	glov									0	0
Azure	100	958	1	1	60		40				5	147	mag%		14	18										weap	ring	amul	glov									0	0
Azure	100	959	1	1	60		40				5	147	skilltab	16	1	2										weap	ring	amul	glov									0	0
Azure	100	960	1	1	60		40				5	147	skilltab	29	1	2										weap	ring	amul	glov									0	0
Azure	100	961	1	1	1		1				5	147	move1		4	6										armo	shld	amul	ring	lcha	jewl							0	0
Azure	100	962	1	1	60		40				5	147	skilltab	19	1	2										weap	ring	amul	glov									0	0
Azure	100	963	1	1	60		40				5	147	skilltab	21	1	2										weap	ring	amul	glov									0	0
Azure	100	964	1	1	60		40				5	147	dmg-ltng		45	270										weap	ring	amul	glov									0	0
Azure	100	965	1	1	60		40				5	147	skilltab	26	1	2										weap	ring	amul	glov									0	0
Azure	100	966	1	1	60		40				5	147	skilltab	23	1	2										weap	ring	amul	glov									0	0
Glowing	100	967	1	1	1		1				5	148	res-pois-len		5	8										armo	shld	amul	ring	lcha	jewl							0	0
Glowing	100	968	1	1	5		6				5	148	cast1		7	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Glowing	100	969	1	1	10		6				5	148	red-dmg%		1	1										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Glowing	100	970	1	1	15		6				5	148	prop-dmgtounholy		13	19										weap	glov	ring	amul	misl	belt	lcha						0	0
Glowing	100	971	1	1	20		6				5	148	red-dmg%		1	1										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Glowing	100	972	1		25		6				5	148	res-all		5	11	enr		5	9						scha	mcha	jewl				jewl						0	0
Glowing	100	973	1	1	30		6				5	148	dmg-fire		20	120										weap	glov	ring	amul	misl	belt	lcha						0	0
Glowing	100	974	1	1	35		6				5	148	red-dmg		10	22										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Glowing	100	975	1	1	40		6				5	148	lifesteal		2	2										weap	glov	ring	amul	misl	belt	lcha						0	0
Glowing	100	976	1	1	45		14				5	148	move1		10	14										mcha	boot	ring	amul	tors								0	0
Glowing	100	977	1	1	50		14				5	148	dmg-ac		13	19										weap	ring	amul	glov	lcha								0	0
Godly	100	978	1	1	70		60				10	149	att-skill	Volcanic Strike	15	35										weap	amul											0	0
Godly	100	979	1	1	70		60				10	149	att-skill	Volcanic Shout	15	35										weap	amul											0	0
Godly	100	980	1	1	70		60				10	149	att-skill	Wave Of Force	15	35										weap	amul											0	0
Godly	100	981	1	1	70		60				10	149	att-skill	Ice Shard	15	35										weap	amul											0	0
Godly	100	982	1	1	70		60				10	149	att-skill	Avalanche	15	35										weap	amul											0	0
Godly	100	983	1	1	70		60				10	149	att-skill	Twin Peaks	15	35										weap	amul											0	0
Godly	100	984	1	1	70		60				10	149	att-skill	Holy Sword Strike	15	35										weap	amul											0	0
Godly	100	985	1	1	70		60				10	149	att-skill	Climhazard	15	35										weap	amul											0	0
Godly	100	986	1	1	70		60				10	149	att-skill	Death Spikes	15	35										weap	amul											0	0
Godly	100	987	1	1	70		60				10	149	att-skill	Tectonic Claw	15	35										weap	amul											0	0
Godly	100	988	1	1	70		60				10	149	att-skill	Spirit Circle	15	35										weap	amul											0	0
Godly	100	989	1	1	70		60				10	149	att-skill	Hell's Knife	15	35										weap	amul											0	0
Godly	100	990	1	1	70		60				10	149	att-skill	Bleeding Heart	15	35										weap	amul											0	0
Godly	100	991	1	1	70		60				10	149	att-skill	Ghostly Daggers	15	35										weap	amul											0	0
Godly	100	992	1	1	70		60				10	149	att-skill	Acid Skull	15	35										weap	amul											0	0
Godly	100	993	1	1	70		60				10	149	att-skill	Splitting Staff	15	35										weap	amul											0	0
Godly	100	994	1	1	70		60				10	149	att-skill	Snowball	15	35										weap	amul											0	0
Godly	100	995	1	1	70		60				10	149	att-skill	Storm Strike	15	35										weap	amul											0	0
Godly	100	996	1	1	70		60				10	149	att-skill	Seismic Spear	15	35										weap	amul											0	0
Godly	100	997	1	1	70		60				10	149	att-skill	Wind Strike	15	35										weap	amul											0	0
Godly	100	998	1	1	70		60				10	149	att-skill	Lightning Rod	15	35										weap	amul											0	0
Godly	100	999	1	1	70		60				10	149	att-skill	Falling Cinder	15	35										weap	amul											0	0
Godly	100	1000	1	1	70		60				10	149	att-skill	Bone Spikes	15	35										weap	amul											0	0
Godly	100	1001	1	1	70		60				10	149	att-skill	Lightning Orb	15	35										weap	amul											0	0
Godly	100	1002	1	1	70		60				10	149	att-skill	Bloodstream	15	35										weap	amul											0	0
Godly	100	1003	1	1	70		60				10	149	att-skill	Blood Nova	15	35										weap	amul											0	0
Godly	100	1004	1	1	70		60				10	149	gethit-skill	Volcanic Strike	8	40										boot	amul	ring										0	0
Godly	100	1005	1	1	70		60				10	149	gethit-skill	Volcanic Shout	8	40										boot	amul	ring										0	0
Godly	100	1006	1	1	70		60				10	149	gethit-skill	Wave Of Force	8	40										boot	amul	ring										0	0
Godly	100	1007	1	1	70		60				10	149	gethit-skill	Ice Shard	8	40										boot	amul	ring										0	0
Godly	100	1008	1	1	70		60				10	149	gethit-skill	Avalanche	8	40										boot	amul	ring										0	0
Godly	100	1009	1	1	70		60				10	149	gethit-skill	Twin Peaks	8	40										boot	amul	ring										0	0
Godly	100	1010	1	1	70		60				10	149	gethit-skill	Holy Sword Strike	8	40										boot	amul	ring										0	0
Godly	100	1011	1	1	70		60				10	149	gethit-skill	Climhazard	8	40										boot	amul	ring										0	0
Godly	100	1012	1	1	70		60				10	149	gethit-skill	Death Spikes	8	40										boot	amul	ring										0	0
Godly	100	1013	1	1	70		60				10	149	gethit-skill	Tectonic Claw	8	40										boot	amul	ring										0	0
Godly	100	1014	1	1	70		60				10	149	gethit-skill	Spirit Circle	8	40										boot	amul	ring										0	0
Godly	100	1015	1	1	70		60				10	149	gethit-skill	Hell's Knife	8	40										boot	amul	ring										0	0
Godly	100	1016	1	1	70		60				10	149	gethit-skill	Bleeding Heart	8	40										boot	amul	ring										0	0
Godly	100	1017	1	1	70		60				10	149	gethit-skill	Ghostly Daggers	8	40										boot	amul	ring										0	0
Godly	100	1018	1	1	70		60				10	149	gethit-skill	Acid Skull	8	40										boot	amul	ring										0	0
Godly	100	1019	1	1	70		60				10	149	gethit-skill	Splitting Staff	8	40										boot	amul	ring										0	0
Godly	100	1020	1	1	70		60				10	149	gethit-skill	Snowball	8	40										boot	amul	ring										0	0
Godly	100	1021	1	1	70		60				10	149	gethit-skill	Storm Strike	8	40										boot	amul	ring										0	0
Godly	100	1022	1	1	70		60				10	149	gethit-skill	Seismic Spear	8	40										boot	amul	ring										0	0
Godly	100	1023	1	1	70		60				10	149	gethit-skill	Wind Strike	8	40										boot	amul	ring										0	0
Godly	100	1024	1	1	70		60				10	149	gethit-skill	Lightning Rod	8	40										boot	amul	ring										0	0
Godly	100	1025	1	1	70		60				10	149	gethit-skill	Falling Cinder	8	40										boot	amul	ring										0	0
Godly	100	1026	1	1	70		60				10	149	gethit-skill	Bone Spikes	8	40										boot	amul	ring										0	0
Godly	100	1027	1	1	70		60				10	149	gethit-skill	Lightning Orb	8	40										boot	amul	ring										0	0
