description	enabled	*order	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
orb of augmentation- dmg-ltng	1	878			100	16	496	8		3	"weap,rar"	130	bso					useitem	100	1		prop-upgrade			3	3	dmg-ltng			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-mag	1	879			100	16	496	8		3	"weap,rar"	131	bso					useitem	100	1		prop-upgrade			3	3	dmg-mag			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-cold	1	880			100	16	496	8		3	"weap,rar"	132	bso					useitem	100	1		prop-upgrade			3	3	dmg-cold			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-pois	1	881			100	16	496	8		3	"weap,rar"	133	bso					useitem	100	1		prop-upgrade			3	3	dmg-pois		25	3500	3500	ease			5	5																																																																					0
orb of augmentation- dmg-norm	1	882			100	16	496	8		3	"weap,rar"	134	bso					useitem	100	1		prop-upgrade			3	3	dmg-norm			30	65	ease			5	5																																																																					0
orb of augmentation- pierce-fire	1	883			100	16	496	8		3	"weap,rar"	135	bso					useitem	100	1		prop-upgrade			3	3	pierce-fire			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-ltng	1	884			100	16	496	8		3	"weap,rar"	136	bso					useitem	100	1		prop-upgrade			3	3	pierce-ltng			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-cold	1	885			100	16	496	8		3	"weap,rar"	137	bso					useitem	100	1		prop-upgrade			3	3	pierce-cold			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-pois	1	886			100	16	496	8		3	"weap,rar"	138	bso					useitem	100	1		prop-upgrade			3	3	pierce-pois			6	11	ease			5	5																																																																					0
orb of augmentation- extra-fire	1	887			100	16	496	8		3	"weap,rar"	139	bso					useitem	100	1		prop-upgrade			3	3	extra-fire			4	9	ease			5	5																																																																					0
orb of augmentation- extra-ltng	1	888			100	16	496	8		3	"weap,rar"	140	bso					useitem	100	1		prop-upgrade			3	3	extra-ltng			6	15	ease			5	5																																																																					0
orb of augmentation- extra-cold	1	889			100	16	496	8		3	"weap,rar"	141	bso					useitem	100	1		prop-upgrade			3	3	extra-cold			6	15	ease			5	5																																																																					0
orb of augmentation- extra-pois	1	890			100	16	496	8		3	"weap,rar"	142	bso					useitem	100	1		prop-upgrade			3	3	extra-pois			6	15	ease			5	5																																																																					0
orb of augmentation- all-stats	1	891			100	16	496	8		3	"weap,rar"	143	bso					useitem	100	1		prop-upgrade			3	3	all-stats			11	22	ease			5	5																																																																					0
orb of augmentation- heal-kill	1	892			100	16	496	8		3	"weap,rar"	144	bso					useitem	100	1		prop-upgrade			3	3	heal-kill			50	101	ease			5	5																																																																					0
orb of augmentation- levelreq	1	893			100	16	496	8		3	"weap,rar"	145	bso					useitem	100	1		prop-upgrade			3	3	levelreq			70	140	ease			300	300																																																																					0
orb of augmentation- thorns	1	894			100	16	496	8		3	"weap,rar"	146	bso					useitem	100	1		prop-upgrade			3	3	thorns			560	1120	ease			5	5																																																																					0
orb of augmentation- socket	1	895			100	16	496	8		3	"weap,rar"	147	bso					useitem	100	1		prop-upgrade			3	3	sock			1	2	ease			5	5																																																																					0
		896																																																																																																							0
orb of augmentation- attack speed	1	897			100	16	496	8		3	"ring,rar"	ooa	bso					useitem	100	1		prop-upgrade			3	3	swing2			14	28	ease			5	5																																																																					0
orb of augmentation- cast speed	1	898			100	16	496	8		3	"ring,rar"	100	bso					useitem	100	1		prop-upgrade			3	3	cast2			14	28	ease			5	5																																																																					0
orb of augmentation- move speed	1	899			100	16	496	8		3	"ring,rar"	101	bso					useitem	100	1		prop-upgrade			3	3	move2			14	28	ease			5	5																																																																					0
orb of augmentation- ac	1	900			100	16	496	8		3	"ring,rar"	102	bso					useitem	100	1		prop-upgrade			3	3	ac			280	560	ease			5	5																																																																					0
orb of augmentation- bothdr	1	901			100	16	496	8		3	"ring,rar"	103	bso					useitem	100	1		prop-upgrade			3	3	bothdr			55	60	ease			5	5																																																																					0
orb of augmentation- str	1	902			100	16	496	8		3	"ring,rar"	104	bso					useitem	100	1		prop-upgrade			3	3	str			17	34	ease			5	5																																																																					0
orb of augmentation- dex	1	903			100	16	496	8		3	"ring,rar"	105	bso					useitem	100	1		prop-upgrade			3	3	dex			17	34	ease			5	5																																																																					0
orb of augmentation- vit	1	904			100	16	496	8		3	"ring,rar"	106	bso					useitem	100	1		prop-upgrade			3	3	vit			17	34	ease			5	5																																																																					0
orb of augmentation- enr	1	905			100	16	496	8		3	"ring,rar"	107	bso					useitem	100	1		prop-upgrade			3	3	enr			17	34	ease			5	5																																																																					0
orb of augmentation- mana	1	906			100	16	496	8		3	"ring,rar"	108	bso					useitem	100	1		prop-upgrade			3	3	mana			112	224	ease			5	5																																																																					0
orb of augmentation- hp	1	907			100	16	496	8		3	"ring,rar"	109	bso					useitem	100	1		prop-upgrade			3	3	hp			84	168	ease			5	5																																																																					0
orb of augmentation- att	1	908			100	16	496	8		3	"ring,rar"	110	bso					useitem	100	1		prop-upgrade			3	3	att			420	840	ease			5	5																																																																					0
orb of augmentation- res-fire	1	909			100	16	496	8		3	"ring,rar"	111	bso					useitem	100	1		prop-upgrade			3	3	res-fire			25	50	ease			5	5																																																																					0
orb of augmentation- res-cold	1	910			100	16	496	8		3	"ring,rar"	112	bso					useitem	100	1		prop-upgrade			3	3	res-cold			25	50	ease			5	5																																																																					0
orb of augmentation- res-ltng	1	911			100	16	496	8		3	"ring,rar"	113	bso					useitem	100	1		prop-upgrade			3	3	res-ltng			25	50	ease			5	5																																																																					0
orb of augmentation- res-pois	1	912			100	16	496	8		3	"ring,rar"	114	bso					useitem	100	1		prop-upgrade			3	3	res-pois			25	50	ease			5	5																																																																					0
orb of augmentation- dmg%	1	913			100	16	496	8		3	"ring,rar"	115	bso					useitem	100	1		prop-upgrade			3	3	dmg%			210	420	ease			5	5																																																																					0
orb of augmentation- res-all	1	914			100	16	496	8		3	"ring,rar"	116	bso					useitem	100	1		prop-upgrade			3	3	res-all			15	28	ease			5	5																																																																					0
orb of augmentation- regen	1	915			100	16	496	8		3	"ring,rar"	117	bso					useitem	100	1		prop-upgrade			3	3	regen			420	840	ease			5	5																																																																					0
orb of augmentation- mag%	1	916			100	16	496	8		3	"ring,rar"	118	bso					useitem	100	1		prop-upgrade			3	3	mag%			35	53	ease			5	5																																																																					0
orb of augmentation- dmg%	1	917			100	16	496	8		3	"ring,rar"	119	bso					useitem	100	1		prop-upgrade			3	3	dmg%			210	420	ease			5	5																																																																					0
orb of augmentation- manasteal	1	918			100	16	496	8		3	"ring,rar"	120	bso					useitem	100	1		prop-upgrade			3	3	manasteal			7	14	ease			5	5																																																																					0
orb of augmentation- lifesteal	1	919			100	16	496	8		3	"ring,rar"	121	bso					useitem	100	1		prop-upgrade			3	3	lifesteal			4	7	ease			5	5																																																																					0
orb of augmentation- light	1	920			100	16	496	8		3	"ring,rar"	122	bso					useitem	100	1		prop-upgrade			3	3	light			21	42	ease			5	5																																																																					0
orb of augmentation- balance1	1	921			100	16	496	8		3	"ring,rar"	123	bso					useitem	100	1		prop-upgrade			3	3	balance1			17	34	ease			5	5																																																																					0
orb of augmentation- reduce-ac	1	922			100	16	496	8		3	"ring,rar"	124	bso					useitem	100	1		prop-upgrade			3	3	reduce-ac			14	28	ease			5	5																																																																					0
orb of augmentation- half-freeze	1	923			100	16	496	8		3	"ring,rar"	125	bso					useitem	100	1		prop-upgrade			3	3	half-freeze			1	1	ease			5	5																																																																					0
orb of augmentation- dmg-demon	1	924			100	16	496	8		3	"ring,rar"	126	bso					useitem	100	1		prop-upgrade			3	3	dmg-demon			140	280	ease			5	5																																																																					0
orb of augmentation- dmg-undead	1	925			100	16	496	8		3	"ring,rar"	127	bso					useitem	100	1		prop-upgrade			3	3	dmg-undead			140	280	ease			5	5																																																																					0
orb of augmentation- mana-kill	1	926			100	16	496	8		3	"ring,rar"	128	bso					useitem	100	1		prop-upgrade			3	3	mana-kill			31	56	ease			5	5																																																																					0
orb of augmentation- dmg-fire	1	927			100	16	496	8		3	"ring,rar"	129	bso					useitem	100	1		prop-upgrade			3	3	dmg-fire			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-ltng	1	928			100	16	496	8		3	"ring,rar"	130	bso					useitem	100	1		prop-upgrade			3	3	dmg-ltng			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-mag	1	929			100	16	496	8		3	"ring,rar"	131	bso					useitem	100	1		prop-upgrade			3	3	dmg-mag			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-cold	1	930			100	16	496	8		3	"ring,rar"	132	bso					useitem	100	1		prop-upgrade			3	3	dmg-cold			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-pois	1	931			100	16	496	8		3	"ring,rar"	133	bso					useitem	100	1		prop-upgrade			3	3	dmg-pois		25	3500	3500	ease			5	5																																																																					0
orb of augmentation- dmg-norm	1	932			100	16	496	8		3	"ring,rar"	134	bso					useitem	100	1		prop-upgrade			3	3	dmg-norm			30	65	ease			5	5																																																																					0
orb of augmentation- pierce-fire	1	933			100	16	496	8		3	"ring,rar"	135	bso					useitem	100	1		prop-upgrade			3	3	pierce-fire			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-ltng	1	934			100	16	496	8		3	"ring,rar"	136	bso					useitem	100	1		prop-upgrade			3	3	pierce-ltng			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-cold	1	935			100	16	496	8		3	"ring,rar"	137	bso					useitem	100	1		prop-upgrade			3	3	pierce-cold			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-pois	1	936			100	16	496	8		3	"ring,rar"	138	bso					useitem	100	1		prop-upgrade			3	3	pierce-pois			6	11	ease			5	5																																																																					0
orb of augmentation- extra-fire	1	937			100	16	496	8		3	"ring,rar"	139	bso					useitem	100	1		prop-upgrade			3	3	extra-fire			4	9	ease			5	5																																																																					0
orb of augmentation- extra-ltng	1	938			100	16	496	8		3	"ring,rar"	140	bso					useitem	100	1		prop-upgrade			3	3	extra-ltng			6	15	ease			5	5																																																																					0
orb of augmentation- extra-cold	1	939			100	16	496	8		3	"ring,rar"	141	bso					useitem	100	1		prop-upgrade			3	3	extra-cold			6	15	ease			5	5																																																																					0
orb of augmentation- extra-pois	1	940			100	16	496	8		3	"ring,rar"	142	bso					useitem	100	1		prop-upgrade			3	3	extra-pois			6	15	ease			5	5																																																																					0
orb of augmentation- all-stats	1	941			100	16	496	8		3	"ring,rar"	143	bso					useitem	100	1		prop-upgrade			3	3	all-stats			11	22	ease			5	5																																																																					0
orb of augmentation- heal-kill	1	942			100	16	496	8		3	"ring,rar"	144	bso					useitem	100	1		prop-upgrade			3	3	heal-kill			50	101	ease			5	5																																																																					0
orb of augmentation- levelreq	1	943			100	16	496	8		3	"ring,rar"	145	bso					useitem	100	1		prop-upgrade			3	3	levelreq			70	140	ease			300	300																																																																					0
orb of augmentation- thorns	1	944			100	16	496	8		3	"ring,rar"	146	bso					useitem	100	1		prop-upgrade			3	3	thorns			560	1120	ease			5	5																																																																					0
orb of augmentation- 	1	945			100	16	496	8		3	"weap,rar"	147	bso					useitem	100	1		prop-upgrade			3	3	sock			1	10	ease			5	5																																																																					0
orb of augmentation- attack speed	1	946			100	16	496	8		3	"amul,rar"	ooa	bso					useitem	100	1		prop-upgrade			3	3	swing2			14	28	ease			5	5																																																																					0
orb of augmentation- cast speed	1	947			100	16	496	8		3	"amul,rar"	100	bso					useitem	100	1		prop-upgrade			3	3	cast2			14	28	ease			5	5																																																																					0
orb of augmentation- move speed	1	948			100	16	496	8		3	"amul,rar"	101	bso					useitem	100	1		prop-upgrade			3	3	move2			14	28	ease			5	5																																																																					0
orb of augmentation- ac	1	949			100	16	496	8		3	"amul,rar"	102	bso					useitem	100	1		prop-upgrade			3	3	ac			280	560	ease			5	5																																																																					0
orb of augmentation- bothdr	1	950			100	16	496	8		3	"amul,rar"	103	bso					useitem	100	1		prop-upgrade			3	3	bothdr			55	60	ease			5	5																																																																					0
orb of augmentation- str	1	951			100	16	496	8		3	"amul,rar"	104	bso					useitem	100	1		prop-upgrade			3	3	str			17	34	ease			5	5																																																																					0
orb of augmentation- dex	1	952			100	16	496	8		3	"amul,rar"	105	bso					useitem	100	1		prop-upgrade			3	3	dex			17	34	ease			5	5																																																																					0
orb of augmentation- vit	1	953			100	16	496	8		3	"amul,rar"	106	bso					useitem	100	1		prop-upgrade			3	3	vit			17	34	ease			5	5																																																																					0
orb of augmentation- enr	1	954			100	16	496	8		3	"amul,rar"	107	bso					useitem	100	1		prop-upgrade			3	3	enr			17	34	ease			5	5																																																																					0
orb of augmentation- mana	1	955			100	16	496	8		3	"amul,rar"	108	bso					useitem	100	1		prop-upgrade			3	3	mana			112	224	ease			5	5																																																																					0
orb of augmentation- hp	1	956			100	16	496	8		3	"amul,rar"	109	bso					useitem	100	1		prop-upgrade			3	3	hp			84	168	ease			5	5																																																																					0
orb of augmentation- att	1	957			100	16	496	8		3	"amul,rar"	110	bso					useitem	100	1		prop-upgrade			3	3	att			420	840	ease			5	5																																																																					0
orb of augmentation- res-fire	1	958			100	16	496	8		3	"amul,rar"	111	bso					useitem	100	1		prop-upgrade			3	3	res-fire			25	50	ease			5	5																																																																					0
orb of augmentation- res-cold	1	959			100	16	496	8		3	"amul,rar"	112	bso					useitem	100	1		prop-upgrade			3	3	res-cold			25	50	ease			5	5																																																																					0
orb of augmentation- res-ltng	1	960			100	16	496	8		3	"amul,rar"	113	bso					useitem	100	1		prop-upgrade			3	3	res-ltng			25	50	ease			5	5																																																																					0
orb of augmentation- res-pois	1	961			100	16	496	8		3	"amul,rar"	114	bso					useitem	100	1		prop-upgrade			3	3	res-pois			25	50	ease			5	5																																																																					0
orb of augmentation- dmg%	1	962			100	16	496	8		3	"amul,rar"	115	bso					useitem	100	1		prop-upgrade			3	3	dmg%			210	420	ease			5	5																																																																					0
orb of augmentation- res-all	1	963			100	16	496	8		3	"amul,rar"	116	bso					useitem	100	1		prop-upgrade			3	3	res-all			15	28	ease			5	5																																																																					0
orb of augmentation- regen	1	964			100	16	496	8		3	"amul,rar"	117	bso					useitem	100	1		prop-upgrade			3	3	regen			420	840	ease			5	5																																																																					0
orb of augmentation- mag%	1	965			100	16	496	8		3	"amul,rar"	118	bso					useitem	100	1		prop-upgrade			3	3	mag%			35	53	ease			5	5																																																																					0
orb of augmentation- dmg%	1	966			100	16	496	8		3	"amul,rar"	119	bso					useitem	100	1		prop-upgrade			3	3	dmg%			210	420	ease			5	5																																																																					0
orb of augmentation- manasteal	1	967			100	16	496	8		3	"amul,rar"	120	bso					useitem	100	1		prop-upgrade			3	3	manasteal			7	14	ease			5	5																																																																					0
orb of augmentation- lifesteal	1	968			100	16	496	8		3	"amul,rar"	121	bso					useitem	100	1		prop-upgrade			3	3	lifesteal			4	7	ease			5	5																																																																					0
orb of augmentation- light	1	969			100	16	496	8		3	"amul,rar"	122	bso					useitem	100	1		prop-upgrade			3	3	light			21	42	ease			5	5																																																																					0
orb of augmentation- balance1	1	970			100	16	496	8		3	"amul,rar"	123	bso					useitem	100	1		prop-upgrade			3	3	balance1			17	34	ease			5	5																																																																					0
orb of augmentation- reduce-ac	1	971			100	16	496	8		3	"amul,rar"	124	bso					useitem	100	1		prop-upgrade			3	3	reduce-ac			14	28	ease			5	5																																																																					0
orb of augmentation- half-freeze	1	972			100	16	496	8		3	"amul,rar"	125	bso					useitem	100	1		prop-upgrade			3	3	half-freeze			1	1	ease			5	5																																																																					0
orb of augmentation- dmg-demon	1	973			100	16	496	8		3	"amul,rar"	126	bso					useitem	100	1		prop-upgrade			3	3	dmg-demon			140	280	ease			5	5																																																																					0
orb of augmentation- dmg-undead	1	974			100	16	496	8		3	"amul,rar"	127	bso					useitem	100	1		prop-upgrade			3	3	dmg-undead			140	280	ease			5	5																																																																					0
orb of augmentation- mana-kill	1	975			100	16	496	8		3	"amul,rar"	128	bso					useitem	100	1		prop-upgrade			3	3	mana-kill			31	56	ease			5	5																																																																					0
orb of augmentation- dmg-fire	1	976			100	16	496	8		3	"amul,rar"	129	bso					useitem	100	1		prop-upgrade			3	3	dmg-fire			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-ltng	1	977			100	16	496	8		3	"amul,rar"	130	bso					useitem	100	1		prop-upgrade			3	3	dmg-ltng			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-mag	1	978			100	16	496	8		3	"amul,rar"	131	bso					useitem	100	1		prop-upgrade			3	3	dmg-mag			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-cold	1	979			100	16	496	8		3	"amul,rar"	132	bso					useitem	100	1		prop-upgrade			3	3	dmg-cold			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-pois	1	980			100	16	496	8		3	"amul,rar"	133	bso					useitem	100	1		prop-upgrade			3	3	dmg-pois		25	3500	3500	ease			5	5																																																																					0
orb of augmentation- dmg-norm	1	981			100	16	496	8		3	"amul,rar"	134	bso					useitem	100	1		prop-upgrade			3	3	dmg-norm			30	65	ease			5	5																																																																					0
orb of augmentation- pierce-fire	1	982			100	16	496	8		3	"amul,rar"	135	bso					useitem	100	1		prop-upgrade			3	3	pierce-fire			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-ltng	1	983			100	16	496	8		3	"amul,rar"	136	bso					useitem	100	1		prop-upgrade			3	3	pierce-ltng			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-cold	1	984			100	16	496	8		3	"amul,rar"	137	bso					useitem	100	1		prop-upgrade			3	3	pierce-cold			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-pois	1	985			100	16	496	8		3	"amul,rar"	138	bso					useitem	100	1		prop-upgrade			3	3	pierce-pois			6	11	ease			5	5																																																																					0
orb of augmentation- extra-fire	1	986			100	16	496	8		3	"amul,rar"	139	bso					useitem	100	1		prop-upgrade			3	3	extra-fire			4	9	ease			5	5																																																																					0
orb of augmentation- extra-ltng	1	987			100	16	496	8		3	"amul,rar"	140	bso					useitem	100	1		prop-upgrade			3	3	extra-ltng			6	15	ease			5	5																																																																					0
orb of augmentation- extra-cold	1	988			100	16	496	8		3	"amul,rar"	141	bso					useitem	100	1		prop-upgrade			3	3	extra-cold			6	15	ease			5	5																																																																					0
orb of augmentation- extra-pois	1	989			100	16	496	8		3	"amul,rar"	142	bso					useitem	100	1		prop-upgrade			3	3	extra-pois			6	15	ease			5	5																																																																					0
orb of augmentation- all-stats	1	990			100	16	496	8		3	"amul,rar"	143	bso					useitem	100	1		prop-upgrade			3	3	all-stats			11	22	ease			5	5																																																																					0
orb of augmentation- heal-kill	1	991			100	16	496	8		3	"amul,rar"	144	bso					useitem	100	1		prop-upgrade			3	3	heal-kill			50	101	ease			5	5																																																																					0
orb of augmentation- levelreq	1	992			100	16	496	8		3	"amul,rar"	145	bso					useitem	100	1		prop-upgrade			3	3	levelreq			70	140	ease			300	300																																																																					0
orb of augmentation- thorns	1	993			100	16	496	8		3	"amul,rar"	146	bso					useitem	100	1		prop-upgrade			3	3	thorns			560	1120	ease			5	5																																																																					0
orb of augmentation- hpregen%	1	994			100	16	496	8		3	"amul,rar"	147	bso					useitem	100	1		prop-upgrade			3	3	prop-hpregen%			10	10	ease			5	5																																																																					0
orb of augmentation- attack speed	1	995			100	16	496	8		3	"bowq,rar"	ooa	bso					useitem	100	1		prop-upgrade			3	3	swing2			14	28	ease			5	5																																																																					0
orb of augmentation- cast speed	1	996			100	16	496	8		3	"bowq,rar"	100	bso					useitem	100	1		prop-upgrade			3	3	cast2			14	28	ease			5	5																																																																					0
orb of augmentation- move speed	1	997			100	16	496	8		3	"bowq,rar"	101	bso					useitem	100	1		prop-upgrade			3	3	move2			14	28	ease			5	5																																																																					0
orb of augmentation- ac	1	998			100	16	496	8		3	"bowq,rar"	102	bso					useitem	100	1		prop-upgrade			3	3	ac			280	560	ease			5	5																																																																					0
orb of augmentation- bothdr	1	999			100	16	496	8		3	"bowq,rar"	103	bso					useitem	100	1		prop-upgrade			3	3	bothdr			55	60	ease			5	5																																																																					0
orb of augmentation- str	1	1000			100	16	496	8		3	"bowq,rar"	104	bso					useitem	100	1		prop-upgrade			3	3	str			17	34	ease			5	5																																																																					0
orb of augmentation- dex	1	1001			100	16	496	8		3	"bowq,rar"	105	bso					useitem	100	1		prop-upgrade			3	3	dex			17	34	ease			5	5																																																																					0
orb of augmentation- vit	1	1002			100	16	496	8		3	"bowq,rar"	106	bso					useitem	100	1		prop-upgrade			3	3	vit			17	34	ease			5	5																																																																					0
orb of augmentation- enr	1	1003			100	16	496	8		3	"bowq,rar"	107	bso					useitem	100	1		prop-upgrade			3	3	enr			17	34	ease			5	5																																																																					0
orb of augmentation- mana	1	1004			100	16	496	8		3	"bowq,rar"	108	bso					useitem	100	1		prop-upgrade			3	3	mana			112	224	ease			5	5																																																																					0
orb of augmentation- hp	1	1005			100	16	496	8		3	"bowq,rar"	109	bso					useitem	100	1		prop-upgrade			3	3	hp			84	168	ease			5	5																																																																					0
orb of augmentation- att	1	1006			100	16	496	8		3	"bowq,rar"	110	bso					useitem	100	1		prop-upgrade			3	3	att			420	840	ease			5	5																																																																					0
orb of augmentation- res-fire	1	1007			100	16	496	8		3	"bowq,rar"	111	bso					useitem	100	1		prop-upgrade			3	3	res-fire			25	50	ease			5	5																																																																					0
orb of augmentation- res-cold	1	1008			100	16	496	8		3	"bowq,rar"	112	bso					useitem	100	1		prop-upgrade			3	3	res-cold			25	50	ease			5	5																																																																					0
orb of augmentation- res-ltng	1	1009			100	16	496	8		3	"bowq,rar"	113	bso					useitem	100	1		prop-upgrade			3	3	res-ltng			25	50	ease			5	5																																																																					0
orb of augmentation- res-pois	1	1010			100	16	496	8		3	"bowq,rar"	114	bso					useitem	100	1		prop-upgrade			3	3	res-pois			25	50	ease			5	5																																																																					0
orb of augmentation- dmg%	1	1011			100	16	496	8		3	"bowq,rar"	115	bso					useitem	100	1		prop-upgrade			3	3	dmg%			210	420	ease			5	5																																																																					0
orb of augmentation- res-all	1	1012			100	16	496	8		3	"bowq,rar"	116	bso					useitem	100	1		prop-upgrade			3	3	res-all			15	28	ease			5	5																																																																					0
orb of augmentation- regen	1	1013			100	16	496	8		3	"bowq,rar"	117	bso					useitem	100	1		prop-upgrade			3	3	regen			420	840	ease			5	5																																																																					0
orb of augmentation- mag%	1	1014			100	16	496	8		3	"bowq,rar"	118	bso					useitem	100	1		prop-upgrade			3	3	mag%			35	53	ease			5	5																																																																					0
orb of augmentation- dmg%	1	1015			100	16	496	8		3	"bowq,rar"	119	bso					useitem	100	1		prop-upgrade			3	3	dmg%			210	420	ease			5	5																																																																					0
orb of augmentation- manasteal	1	1016			100	16	496	8		3	"bowq,rar"	120	bso					useitem	100	1		prop-upgrade			3	3	manasteal			7	14	ease			5	5																																																																					0
orb of augmentation- lifesteal	1	1017			100	16	496	8		3	"bowq,rar"	121	bso					useitem	100	1		prop-upgrade			3	3	lifesteal			4	7	ease			5	5																																																																					0
orb of augmentation- light	1	1018			100	16	496	8		3	"bowq,rar"	122	bso					useitem	100	1		prop-upgrade			3	3	light			21	42	ease			5	5																																																																					0
orb of augmentation- balance1	1	1019			100	16	496	8		3	"bowq,rar"	123	bso					useitem	100	1		prop-upgrade			3	3	balance1			17	34	ease			5	5																																																																					0
orb of augmentation- reduce-ac	1	1020			100	16	496	8		3	"bowq,rar"	124	bso					useitem	100	1		prop-upgrade			3	3	reduce-ac			14	28	ease			5	5																																																																					0
orb of augmentation- half-freeze	1	1021			100	16	496	8		3	"bowq,rar"	125	bso					useitem	100	1		prop-upgrade			3	3	half-freeze			1	1	ease			5	5																																																																					0
orb of augmentation- dmg-demon	1	1022			100	16	496	8		3	"bowq,rar"	126	bso					useitem	100	1		prop-upgrade			3	3	dmg-demon			140	280	ease			5	5																																																																					0
orb of augmentation- dmg-undead	1	1023			100	16	496	8		3	"bowq,rar"	127	bso					useitem	100	1		prop-upgrade			3	3	dmg-undead			140	280	ease			5	5																																																																					0
orb of augmentation- mana-kill	1	1024			100	16	496	8		3	"bowq,rar"	128	bso					useitem	100	1		prop-upgrade			3	3	mana-kill			31	56	ease			5	5																																																																					0
orb of augmentation- dmg-fire	1	1025			100	16	496	8		3	"bowq,rar"	129	bso					useitem	100	1		prop-upgrade			3	3	dmg-fire			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-ltng	1	1026			100	16	496	8		3	"bowq,rar"	130	bso					useitem	100	1		prop-upgrade			3	3	dmg-ltng			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-mag	1	1027			100	16	496	8		3	"bowq,rar"	131	bso					useitem	100	1		prop-upgrade			3	3	dmg-mag			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-cold	1	1028			100	16	496	8		3	"bowq,rar"	132	bso					useitem	100	1		prop-upgrade			3	3	dmg-cold			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-pois	1	1029			100	16	496	8		3	"bowq,rar"	133	bso					useitem	100	1		prop-upgrade			3	3	dmg-pois		25	3500	3500	ease			5	5																																																																					0
orb of augmentation- dmg-norm	1	1030			100	16	496	8		3	"bowq,rar"	134	bso					useitem	100	1		prop-upgrade			3	3	dmg-norm			30	65	ease			5	5																																																																					0
orb of augmentation- pierce-fire	1	1031			100	16	496	8		3	"bowq,rar"	135	bso					useitem	100	1		prop-upgrade			3	3	pierce-fire			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-ltng	1	1032			100	16	496	8		3	"bowq,rar"	136	bso					useitem	100	1		prop-upgrade			3	3	pierce-ltng			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-cold	1	1033			100	16	496	8		3	"bowq,rar"	137	bso					useitem	100	1		prop-upgrade			3	3	pierce-cold			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-pois	1	1034			100	16	496	8		3	"bowq,rar"	138	bso					useitem	100	1		prop-upgrade			3	3	pierce-pois			6	11	ease			5	5																																																																					0
orb of augmentation- extra-fire	1	1035			100	16	496	8		3	"bowq,rar"	139	bso					useitem	100	1		prop-upgrade			3	3	extra-fire			4	9	ease			5	5																																																																					0
orb of augmentation- extra-ltng	1	1036			100	16	496	8		3	"bowq,rar"	140	bso					useitem	100	1		prop-upgrade			3	3	extra-ltng			6	15	ease			5	5																																																																					0
orb of augmentation- extra-cold	1	1037			100	16	496	8		3	"bowq,rar"	141	bso					useitem	100	1		prop-upgrade			3	3	extra-cold			6	15	ease			5	5																																																																					0
