Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
blunderbore6	619	blunderbore1	blunderbore7	2	Mauler	blunderbore1	lvl3arrowhailondeath	blunderbore	PinHead	stun attack	PN	1													1	2		6	6	50	18	59	81	pinhead	pinhead	10	15	13	12				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33							40		15	15	15		36	30	40	52	40	38	3				15	15	15	5	216	386	168	228	152	268	320	152	268	184				400	520	160	260	150	165	176	150	165	100				400	520	80	130	90	99	160	120	132	100																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_fire5	620	skmage_fire1	skmage_fire6	1	ReturnedMage	skmage_fire1	lvl3lightningrodondeath	skeleton	SkeletonMage		SK	1	1												2	3		6	6	50	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			30			50			75			100	33	20	30	30	30	34	2				15	15	15	5	112	168	168	112										110	160	180	220										110	160	90	110										A1	fire	100	75	100		100	100	175		100	100	175																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_fire6	621	skmage_fire1		3	BurningDeadMage	skmage_fire1	lvl3twinpeaksondeath	skeleton	SkeletonMage		SK	1	1												2	3		6	6	50	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			30			50			75			100	26	35	100	30	50	28	2				15	15	15	5	112	168	168	112										110	160	180	220										110	160	90	110										A1	fire	100	75	100		100	100	175		100	100	175																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_ltng5	622	skmage_ltng1	skmage_ltng6	1	ReturnedMage	skmage_ltng1	lvl3ghostlydaggers	skeleton	SkeletonMage		SK	1	1												2	3		6	6	50	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				30		50				75		100	10	23	60	25	60	33	2				15	15	15	5	112	168	168	112										110	160	180	220										110	160	90	110										A1	ltng	100	60	120		100	80	190		100	80	190																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_ltng6	623	skmage_ltng1		3	HorrorMage	skmage_ltng1	lvl3fanofknives	skeleton	SkeletonMage		SK	1	1												2	3		6	6	50	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				30		50				75		100	10	23	60	25	60	33	2				15	15	15	5	112	168	168	112										110	160	180	220										110	160	90	110										A1	ltng	100	60	120		100	80	190		100	80	190																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_cold5	624	skmage_cold1	skmage_cold6	2	BoneMage	skmage_cold1	lvl3arrowhailondeath	skeleton	SkeletonMage		SK	1	1												2	3		6	6	50	15	61	82	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagecold									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25					30	50					75	100	65	30	40	52	40	38	2				15	15	15	5	112	168	168	112										110	160	180	220										110	160	90	110										A1	cold	100	50	80	25	100	90	150	50	100	90	150	50																													Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_pois5	625	skmage_pois1	skmage_pois6	4	HorrorMage	skmage_pois1	lvl3lightningrodondeath	skeleton	SkeletonMage		SK	1	1												2	4		5	5	100	17	47	78	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmagepois									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25						70						60	33	20	30	30	30	34	2				15	15	15	5	112	162	168	110										110	160	180	220										110	160	90	110										A1	pois	100	21	21	50	100	25	25	100	100	30	30	50																													Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_pois6	626	skmage_pois1	skmage_pois7	0	HorrorMage	skmage_pois1	lvl3twinpeaksondeath	skeleton	SkeletonMage		SK	1	1												2	4		5	5	100	17	47	78	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmagepois									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25						70						60	26	35	40	30	50	28	2				15	15	15	5	112	162	168	110										110	160	180	220										110	160	90	110										A1	pois	100	21	21	50	100	25	25	100	100	30	30	50																													Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
pantherwoman5	627	pantherwoman1	pantherwoman6	0	Huntress	pantherwoman1	lvl3ghostlydaggers	pantherwoman	PantherWoman		PW	1													2	4		9	12	50	14	59	81	pantherwoman	pantherwoman	10	15	13	12				90	90	90	90	90	95	24	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																													100	100	100	-50	-40	-33							33			25	25	25	10	23	60	25	60	33	2				15	15	15	5	114	194	128	142	102	242	188							120	200	210	160	100	110	220							120	200	105	80	50	55	200							A1	pois					5	16	16	100	15	19	19	50																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
pantherwoman6	628	pantherwoman1		1	SaberCat	pantherwoman1	lvl3fanofknives	pantherwoman	PantherWoman		PW	1													2	4		9	12	50	14	60	81	pantherwoman	pantherwoman	10	15	13	12				90	90	90	90	90	95	24	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																													100	100	100	-50	-40	-33							33			25	25	25	10	23	60	25	60	33	2				15	15	15	5	114	194	128	142	102	242	188							120	200	210	160	100	110	220							120	200	105	80	50	55	200							A1	cold					5	40	60	50	15	40	60	50																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandleaper6	629	sandleaper1	sandleaper7	1	CaveLeaper	sandleaper1	lvl3arrowhailondeath	sandleaper	SandLeaper		SL	1													2	3		8	8	50	15	61	82	sandleaper	sandleaper	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1												MonLeap	seq_leaperleap	2																						100	85	75	-50	-40	-33										25	50		36	100	40	52	40	38	2				15	15	15	5	132	388	168	188	122	242	188	122	242	188				80	160	260	190	130	143	110	130	143	90				80	160	130	95	65	72	100	55	61	90				A1	cold	100	33	66	25	100	33	66	50	100	33	66	50	A2	cold	100	33	66	50	100	33	66	50	100	33	66	50															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandleaper7	630	sandleaper1		3	TombCreeper	sandleaper1	lvl3lightningrodondeath	sandleaper	SandLeaper		SL	1													2	3		8	8	50	15	61	82	sandleaper	sandleaper	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1												MonLeap	seq_leaperleap	2																						100	85	75	-50	-40	-33										25	50		33	20	30	30	30	34	2				16	16	16	5	132	388	168	188	122	242	188	122	242	188				80	160	260	190	130	143	110	130	143	90				80	160	130	95	65	72	100	55	61	90				A1	cold	100	33	66	25	100	33	66	50	100	33	66	50	A2	cold	100	33	66	50	100	33	66	50	100	33	66	50															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wraith6	631	wraith1	wraith7	0	Ghost	wraith1	lvl3twinpeaksondeath	wraith	Wraith	drains mana	WR	1													2	4		8	8	50	15	61	82	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																							-50	-33	0	20					50	30					60	26	35	40	30	50	28	2				15	15	15	5	166	330	168	186	122	242	188							130	180	260	210	120	132	105							130	180	130	105	60	66	95							A1	mana	40	60	100		45	100	200		50	200	300																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wraith7	632	wraith1	wraith8	0	Wraith	wraith1	lvl3ghostlydaggers	wraith	Wraith	drains mana	WR	1													2	4		8	8	50	15	61	82	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																							-50	-33	0	20					50	30					60	10	23	60	100	60	33	2				15	15	15	5	166	330	168	186	122	242	188							130	180	260	210	120	132	105							130	180	130	105	60	66	95							A1	mana	40	60	100		45	100	200		50	200	300																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wraith8	633	wraith1		0	Specter	wraith1	lvl3fanofknives	wraith	Wraith	drains mana	WR	1													2	4		8	8	50	15	61	82	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																							-50	-33	0	20					50	30					60	10	23	60	25	60	33	2				15	15	15	5	166	330	168	186	122	242	188							130	180	260	210	120	132	105							130	180	130	105	60	66	95							A1	mana	40	60	100		45	100	200		50	200	300																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubus6	634	succubus1	succubus7	0	Succubusexp	succubus1	lvl3arrowhailondeath	succubus	Succubus		0B	1	1												4	5		14	14	50	42	61	83	succubus	succubus	10	15	14	13				90	93	95	50	25	10	50	50	50	25	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1												Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	1										100	85	75	-50	-40	-33								33	33	15	33	33	36	30	40	52	40	38	2				15	15	15	5	190	304	214	318	94	170	250							120	180	230	180	100	110	171							120	180	115	90	50	55	155							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubus7	635	succubus1	succubus8	2	Hell Temptress	succubus1	lvl3lightningrodondeath	succubus	Succubus		0B	1	1												4	5		14	14	50	42	61	83	succubus	succubus	10	15	14	13				90	93	95	50	25	10	50	50	50	25	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1												Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	1										100	85	75	-50	-40	-33								33	33	15	33	33	33	20	30	30	30	34	2				15	15	15	5	190	304	214	318	94	170	250							120	180	230	180	100	110	171							120	180	115	90	50	55	155							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch6	636	succubuswitch1	succubuswitch7	3	Dominus	succubuswitch1	lvl3twinpeaksondeath	succubus	SuccubusWitch		0C	1	1												4	5		12	12	50	42	61	83	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1						Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	3										100	85	75	-50	-40	-33					80			33	33	15	100	33	26	35	40	30	50	100	2				15	15	15	5	190	304	214	322	94	170	276							120	180	230	290	100	110	132							120	180	115	145	50	55	120							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch7	637	succubuswitch1	succubuswitch8	4	Hell Witch	succubuswitch1	lvl3ghostlydaggers	succubus	SuccubusWitch		0C	1	1												4	5		12	12	50	42	61	83	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1						Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	3										100	85	75	-50	-40	-33					80			33	33	15	100	33	10	23	60	25	60	33	2				15	15	15	5	190	304	214	322	94	170	276							120	180	230	290	100	110	132							120	180	115	145	50	55	120							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch8	638	succubuswitch1	succubuswitch9	1	VileWitch	succubuswitch1	lvl3fanofknives	succubus	SuccubusWitch		0C	1	1												4	5		12	12	50	42	61	83	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1						Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	3										100	85	75	-50	-40	-33					80			33	33	15	100	33	10	23	60	25	60	33	2				15	15	15	5	190	304	214	322	94	170	276							120	180	230	290	100	110	132							120	180	115	145	50	55	120							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
willowisp5	639	willowisp1	willowisp6	0	Gloam	willowisp1	lvl3arrowhailondeath	willowisp	WillOWisp	drains mana	WW	1	1												2	4		15	15	50	38	61	83	willowisp	willowisp	10	15	14	13				70	70	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1												Chain Lightning	SC	4																									-50	-33	0	70			80			70			100		50	36	30	40	52	40	38	2				15	15	15	5	88	174	168	164	68	302	186							90	170	230	240	90	99	132							90	170	115	120	45	50	120							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 4 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
willowisp6	640	willowisp1	willowisp7	3	BlackSoul	willowisp1	lvl3lightningrodondeath	willowisp	WillOWisp	drains mana	WW	1	1												2	4		15	15	50	38	61	83	willowisp	willowisp	10	15	14	13				70	70	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1												Chain Lightning	SC	4																									-50	-33	0	70			80			70			100		50	33	20	30	30	30	34	2				15	15	15	5	88	174	168	164	68	302	186							90	170	230	240	90	99	132							90	170	115	120	45	50	120							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 4 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
willowisp7	641	willowisp1	willowisp8	0	BurningSoul	willowisp1	lvl3twinpeaksondeath	willowisp	WillOWisp	drains mana	WW	1	1												2	4		15	15	50	38	61	83	willowisp	willowisp	10	15	14	13				70	70	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1												Chain Lightning	SC	4																									-50	-33	0	70			80			70			100		50	26	35	40	100	50	28	2				15	15	15	5	88	174	168	164	68	302	186							90	170	230	240	90	99	132							90	170	115	120	45	50	120							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 4 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
fallen6	642	fallen1	fallen7	1	Carver	fallen1	lvl3ghostlydaggers	fallen	Fallen		FA	1							fallen6		1	1	1	1	2	4		10	10	50	40	61	83	fallen	fallen	10	15	14	13				75	80	80	30	30	30	90	95	99	40	45	50																						1	1							1		1			1	1																																				100	100	100	-50	-40	-33	50	50	50	50	50	50	66	66	66	66	66	66	10	23	60	25	60	33	2				15	15	15	5	42	110	168	186	90	186	186	90	186	186				50	110	140	130	90	99	99	80	88	85				50	110	70	65	45	50	90	40	44	85				A2	cold					10	40	60	50	20	40	60	50																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallen7	643	fallen1	fallen8	2	Devilkin	fallen1	lvl3fanofknives	fallen	Fallen		FA	1							fallen7		1	1	1	1	2	4		10	10	50	40	61	83	fallen	fallen	10	15	14	13				75	80	80	30	30	30	90	95	99	40	45	50																						1	1							1		1			1	1																																				100	100	100	-50	-40	-33	50	50	50	50	50	50	66	66	66	66	66	66	10	23	60	25	60	33	2				15	15	15	5	42	110	168	186	90	186	186	90	186	186				50	110	140	130	90	99	99	80	88	85				50	110	70	65	45	50	90	40	44	85				A2	ltng					10	30	90		20	30	90																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallen8	644	fallen1	fallen9	0	DarkOne	fallen1	lvl3arrowhailondeath	fallen	Fallen		FA	1							fallen8		1	1	1	1	2	4		10	10	50	40	61	83	fallen	fallen	10	15	14	13				75	80	80	30	30	30	90	95	99	40	45	50																						1	1							1		1			1	1																																				100	100	100	-50	-40	-33	50	50	50	50	50	50	66	66	66	66	66	66	36	30	40	52	40	38	2				15	15	15	5	42	110	168	186	90	186	186	90	186	186				50	110	140	130	90	99	99	80	88	85				50	110	70	65	45	50	90	40	44	85				A2	fire					10	50	70		20	50	70																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallenshaman6	645	fallenshaman1	fallenshaman7	1	CarverShaman	fallenshaman1	lvl3lightningrodondeath	fallen	FallenShaman	raises Warped Fallen	FS	1							fallen6		1		2	3	1	3		6	6	50	40	61	83	fallenshaman	fallenshaman	10	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	ShamanIce	seq_shamanresurrect	1																			100	75	66	-50	-40	-33		20	70					50		25	50		33	100	30	30	30	34	2				15	15	15	5	130	214	168	250	106	242	186							110	180	150	300	90	99	116							110	180	75	150	45	50	105							A1	cold					10	40	60	50	20	40	60	50																													Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallenshaman7	646	fallenshaman1	fallenshaman8	2	DevilkinShaman	fallenshaman1	lvl3twinpeaksondeath	fallen	FallenShaman	raises Warped Fallen	FS	1							fallen7		1		2	3	1	3		6	6	50	40	61	83	fallenshaman	fallenshaman	10	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	ShamanFireEx	seq_shamanresurrect	1																			100	75	66	-50	-40	-33		20	70					50		25	50		26	35	40	30	50	28	2				15	15	15	5	130	214	168	250	106	242	186							110	180	150	300	90	99	116							110	180	75	150	45	50	105							A1	ltng					10	30	90		20	30	90																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallenshaman8	647	fallenshaman1		0	DarkShaman	fallenshaman1	lvl3ghostlydaggers	fallen	FallenShaman	raises Warped Fallen	FS	1							fallen8		1		2	3	1	3		6	6	50	40	61	83	fallenshaman	fallenshaman	10	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	ShamanFireEx	seq_shamanresurrect	1																			100	75	66	-50	-40	-33		20	70					50		25	50		10	23	60	25	60	33	2				15	15	15	5	130	214	168	250	106	242	186							110	180	150	300	90	99	116							110	180	75	150	45	50	105							A1	fire					10	50	70		20	50	70																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skeleton6	648	skeleton1	skeleton7	2	BoneWarrior	skeleton1	lvl3fanofknives	skeleton	Skeleton		SK	1													4	5		5	5	100	14	61	83	skeleton	skeleton	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1					1				1			1	1							1					SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25		20		60		50		40	25	80		75	10	23	60	25	60	33	2				15	15	15	5	188	262	168	170	82	202	188	82	202	188				140	200	200	170	80	88	132	80	88	125				140	200	100	85	40	44	120	40	44	125				A1	cold	60	30	60	50	60	30	60	50	60	30	60	50	A2	ltng	60	30	60		60	30	60		60	30	60																Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
