name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
fragment of upgrading	0	100	0	0	0			1	1	0	1	10000		foa	foa	foa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	foadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
hammer of broken limits	0	100	0	0	0			1	1	0	1	10000		hmb	hmb	hmb		16	1	2	0	0	0	flpgsb	invtes		0	xxx			0	poe8		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	hmbdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
lens of slow missles	0	100	0	0	0			1	1	0	1	10000		lns	lns	lns		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lnsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
lens of weakness	0	100	0	0	0			1	1	0	1	10000		ln2	ln2	ln2		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ln2desc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
crystal of resistance	0	100	0	0	0			1	1	0	1	10000		cor	cor	cor		16	1	2	0	0	0	flpgsb	invtes		0	xxx			0	torc		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CORdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
abrasive catalyst	0	100	0	0	0			1	1	0	1	10000		abc	abc	abc		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	abcdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
accelerating catalyst	0	100	0	0	0			1	1	0	1	10000		acc	acc	acc		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	accdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
blessed orb	0	100	0	0	0			1	1	0	1	10000		bso	bso	bso		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	bsodesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
chromatic orb	0	100	0	0	0			1	1	0	1	10000		cmo	cmo	cmo		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	cmodesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
armor scrap	0	100	0	0	0			1	1	0	1	10000		ams	ams	ams		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	amsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
awakeners orb	0	100	0	0	0			1	1	0	1	10000		aws	aws	aws		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	awsdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
fertile catalyst	0	100	0	0	0			1	1	0	1	10000		ftc	ftc	ftc		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ftcdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
imbued catalyst	0	100	0	0	0			1	1	0	1	10000		ibc	ibc	ibc		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ibcdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
key of mystery	0	100	0	0	0			1	1	0	1	10000		kom	kom	kom		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	komdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
intrinsic catalyst	0	100	0	0	0			1	1	0	1	10000		int	int	int		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	intdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Elemental Warden	0	100	0	0	0			1	1	0	1	10000		lr2	lr1	lr2		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Thunderous Arrows	0	100	0	0	0			1	1	0	1	10000		lr3	lr1	lr3		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Amazon Spear Mastery	0	100	0	0	0			1	1	0	1	10000		lr4	lr1	lr4		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Ghostly Spears	0	100	0	0	0			1	1	0	1	10000		lr5	lr1	lr5		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Amazon Lightning Winds	0	100	0	0	0			1	1	0	1	10000		lr6	lr1	lr6		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Volcanic Chains	0	100	0	0	0			1	1	0	1	10000		lr7	lr1	lr7		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Freezing Chains	0	100	0	0	0			1	1	0	1	10000		lr8	lr1	lr8		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Storm Chains	0	100	0	0	0			1	1	0	1	10000		lr9	lr1	lr9		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Cold Shards	0	100	0	0	0			1	1	0	1	10000		l10	lr1	l10		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Defensive Longevity	0	100	0	0	0			1	1	0	1	10000		l11	lr1	l11		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Hoarding Light	0	100	0	0	0			1	1	0	1	10000		l12	lr1	l12		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Frozen Forte	0	100	0	0	0			1	1	0	1	10000		l13	lr1	l13		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Strongest Shield	0	100	0	0	0			1	1	0	1	10000		l14	lr1	l14		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Piercing Lightning	0	100	0	0	0			1	1	0	1	10000		l15	lr1	l15		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Healing Hammers	0	100	0	0	0			1	1	0	1	10000		l16	lr1	l16		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Axe Throwing	0	100	0	0	0			1	1	0	1	10000		l17	lr1	l17		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Deadly Vials	0	100	0	0	0			1	1	0	1	10000		l18	lr1	l18		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Holy Bolts	0	100	0	0	0			1	1	0	1	10000		l19	lr1	l19		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Maxing Auras	0	100	0	0	0			1	1	0	1	10000		l20	lr1	l20		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Holy Sword	0	100	0	0	0			1	1	0	1	10000		l21	lr1	l21		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Seeking Maces	0	100	0	0	0			1	1	0	1	10000		l22	lr1	l22		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Screaming Flames	0	100	0	0	0			1	1	0	1	10000		l23	lr1	l23		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Seeking Thunder	0	100	0	0	0			1	1	0	1	10000		l24	lr1	l24		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Barbaric Force	0	100	0	0	0			1	1	0	1	10000		l25	lr1	l25		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Fridgid Rocks	0	100	0	0	0			1	1	0	1	10000		l26	lr1	l26		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Cloaked Elements	0	100	0	0	0			1	1	0	1	10000		l27	lr1	l27		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Summoned Spikes	0	100	0	0	0			1	1	0	1	10000		l28	lr1	l28		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Spirit Assault	0	100	0	0	0			1	1	0	1	10000		l29	lr1	l29		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Enhanced Quivers	0	100	0	0	0			1	1	0	1	10000		l30	lr1	l30		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Bloody Waters	0	100	0	0	0			1	1	0	1	10000		l31	lr1	l31		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Faded Magic	0	100	0	0	0			1	1	0	1	10000		l32	lr1	l32		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Flaming Hells	0	100	0	0	0			1	1	0	1	10000		l33	lr1	l33		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Earthen Gale	0	100	0	0	0			1	1	0	1	10000		l34	lr1	l34		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Stone Bovine	0	100	0	0	0			1	1	0	1	10000		l35	lr1	l35		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Bovine Gale	0	100	0	0	0			1	1	0	1	10000		l36	lr1	l36		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Magical Martial Artist	0	100	0	0	0			1	1	0	1	10000		l37	lr1	l37		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of Totem Mastery	0	100	0	0	0			1	1	0	1	10000		l38	lr1	l38		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Slow Mind	0	100	0	0	0			1	1	0	1	10000		l39	lr1	l39		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Legendary Rune Of The Poison Assassin	0	100	0	0	0			1	1	0	1	10000		l40	lr1	l40		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blank Legendary Rune	0	100	0	0	0			1	1	0	1	10000		blr	lr1	blr		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	lr1		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	blrdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
key of potential	0	100	0	0	0			1	1	0	1	10000		kop	kop	kop		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	keyp		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	kopdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of transmutation	0	100	0	0	0			1	1	0	1	10000		oot	oot	oot		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ootdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- attack speed	0	100	0	0	0			1	1	0	1	10000		ooa	ooa	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- cast speed	0	100	0	0	0			1	1	0	1	10000		100	100	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- move speed	0	100	0	0	0			1	1	0	1	10000		101	101	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- armor	0	100	0	0	0			1	1	0	1	10000		102	102	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- bothdr	0	100	0	0	0			1	1	0	1	10000		103	103	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- str	0	100	0	0	0			1	1	0	1	10000		104	104	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- dex	0	100	0	0	0			1	1	0	1	10000		105	105	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- vit	0	100	0	0	0			1	1	0	1	10000		106	106	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- enr	0	100	0	0	0			1	1	0	1	10000		107	107	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- mana	0	100	0	0	0			1	1	0	1	10000		108	108	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- hp	0	100	0	0	0			1	1	0	1	10000		109	109	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
orb of augmentation- att	0	100	0	0	0			1	1	0	1	10000		110	110	ooa		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe3		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ooadesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
