name	*order	version	compactsave	rarity	spawnable	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Fetish Trophy	180	100	0	1	1	130	142	0	70	70	3	20	0	58	1	43	14839	41035	ne7	ne7		905	ne2	ne2	ne7						neg	10	2	2	1	2	2	flpne2	invne2									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	0	1	xxx	xxx	1	0	
Sexton Trophy	181	100	0	1	1	150	164	0	70	70	4	20	0	67	1	49	18169	41036	ne8	ne8		905	ne3	ne3	ne8						ned	10	2	2	1	2	2	flpne3	invne3									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	1	xxx	xxx	1	0	
Cantor Trophy	182	100	0	1	1	163	179	0	70	70	5	20	0	73	1	54	22750	41036	ne9	ne9		905	ne3	ne4	ne9						nee	10	2	2	1	2	2	flpne3	invne4									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	1	xxx	xxx	1	0	
Heirophant Trophy	183	100	0	1	1	172	188	0	80	80	6	20	0	81	1	75	27993	41037	nea	nea		905	ne2	ne5	nea						nef	10	2	2	1	2	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	1	xxx	xxx	1	0	
Blood Spirit	184	100	0	1	1	465	513	0	158	79	0	20	0	87	1	75	61755	206957	drb	drb		905	dr1	dr1	dr6						drb	0	2	2	1	3	1	flpdr1	invdr1									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Sun Spirit	185	100	0	1	1	603	666	0	184	92	0	20	0	87	1	75	68617	206958	drc	drc		905	dr4	dr2	dr7						drc	0	2	2	1	3	1	flpdr4	invdr2									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Earth Spirit	186	100	0	1	1	765	845	0	212	106	0	20	0	87	1	75	79730	206958	drd	drd		905	dr3	dr3	dr8						drd	0	2	2	1	3	1	flpdr3	invdr3									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Sky Spirit	187	100	0	1	1	938	1036	0	238	119	0	20	0	87	1	75	86575	206959	dre	dre		905	dr4	dr4	dr9						dre	0	2	2	1	3	1	flpdr4	invdr4									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Dream Spirit	188	100	0	1	1	1026	1132	0	254	127	0	20	0	87	1	75	92143	206959	drf	drf		905	dr1	dr5	dra						drf	0	2	2	1	3	1	flpdr1	invdr5									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
Carnage Helm	189	100	0	1	1	620	688	0	218	109	0	25	0	87	1	75	60650	206959	bab	bab		905	ba1	ba1	ba6						bab	0	2	2	1	3	1	flpba1	invba1									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	1	xxx	xxx	1	0	
Fury Visor	190	100	0	1	1	900	986	0	286	143	0	35	0	87	1	75	68211	206960	bac	bac		905	ba1	ba2	ba7						bac	0	2	2	1	3	1	flpba1	invba2									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	1	xxx	xxx	1	0	
Destroyer Helm	191	100	0	1	1	1214	1340	0	350	250	0	45	0	87	1	75	78881	206960	bad	bad		905	ba3	ba3	ba8						bad	0	2	2	1	3	1	flpba3	invba3									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	1	xxx	xxx	1	0	
Conqueror Crown	192	100	0	1	1	1330	1470	0	350	250	0	50	0	87	1	75	88278	206961	bae	bae		905	ba5	ba4	ba9						bae	0	2	2	1	3	1	flpba5	invba4									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	1	xxx	xxx	1	0	
Guardian Crown	193	100	0	1	1	1413	1561	0	350	250	0	55	0	87	1	75	97844	206961	baf	baf		905	ba5	ba5	baa						baf	0	2	2	1	3	1	flpba5	invba5									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	1	xxx	xxx	1	0	
Sacred Targe	194	100	0	1	1	473	521	0	158	79	8	45	0	87	1	75	72618	41033	pab	pab		905	pa1	pa1	pa6						pab	7	2	2	1	4	2	flppa1	invpa1									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0			0	1	0	22	70	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx	1	0	
Sacred Rondache	195	100	0	1	1	752	830	0	226	113	7	68	0	87	1	75	85659	41033	pac	pac		905	pa1	pa2	pa7						pac	7	2	2	1	4	2	flppa1	invpa2									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0			0	1	0	35	58	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx	1	0	
Ancient Shield	196	100	0	1	1	946	1056	0	272	136	7	55	0	87	1	75	97676	41034	pad	pad		905	pa3	pa3	pa8						pad	7	2	4	1	4	2	flppa3	invpa3									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0			0	1	0	10	82	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx	1	0	
Zakarum Shield	197	100	0	1	1	1262	1391	0	326	163	6	65	0	87	1	75	120042	41034	pae	pae		905	pa3	pa4	pa9						pae	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0			0	1	0	46	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx	1	0	
Vortex Shield	198	100	0	1	1	1389	1535	0	344	172	5	90	0	87	1	75	139860	41035	paf	paf		905	pa5	pa5	paa						paf	7	2	2	1	4	2	flppa5	invpa5									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	5	87	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx	1	0	
Minion Skull	199	100	0	1	1	678	711	0	230	115	2	20	0	87	1	75	56131	41035	neb	neb		905	ne1	ne1	ne6						neb	10	2	2	1	2	2	flpne1	invne1									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	1	xxx	xxx	1	0	
Hellspawn Skull	200	100	0	1	1	783	865	0	246	123	3	20	0	87	1	75	64437	41035	neg	neg		905	ne2	ne2	ne7						neg	10	2	2	1	2	2	flpne2	invne2									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	1	xxx	xxx	1	0	
Overseer Skull	201	100	0	1	1	853	941	0	272	136	4	20	0	87	1	75	64122	41036	ned	ned		905	ne3	ne3	ne8						ned	10	2	2	1	2	2	flpne3	invne3									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	1	xxx	xxx	1	0	
Succubus Skull	202	100	0	1	1	1093	1207	0	284	142	5	20	0	87	1	90	80462	41036	nee	nee		905	ne3	ne4	ne9						nee	10	2	2	1	2	2	flpne3	invne4									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	1	xxx	xxx	1	0	
Bloodlord Skull	203	100	0	1	1	1351	1418	0	318	159	6	20	0	87	1	91	86238	41037	nef	nef		905	ne2	ne5	nea						nef	10	2	2	1	2	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	1	xxx	xxx	1	0	
Heros Satchel	204	100	0	10000	0	62	62	0	120	120	0	12	0	87	1	99	28842	135233	hes	hes		905	lbl	hes	hes	1	modherossatchel				hes	16	2	1	0	0	0	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	1	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	1	xxx	xxx	1	0	
Unholy Shield	205	100	0	10000	0	300	300	0	194	97	9	55	0	87	1	99	23155	86162	sou	sou		905	spk	sou	sou						upk	7	2	3	1	2	2	flpspk	invspk	invxpku	invxpku							0					0	xxx			shie		item_metalshield	12	item_metalshield	1	0	5	0	0	0			0	1	0	18	35	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx	1	0	
