skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	*eol
flame wave	1	4	1	1	30		skillname301	skillld301	skillld301	skillan301	17												1				36	StrSkill3		usmc	256	75	StrSkill5		enma	exma	36	StrSkillnflamewave		clc2	25	74	StrSkilldmgfcr		stat('item_fastercastrate'.accr)		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	75	25																															40	Sksyn	skillname301	1		76	Firedplev	strchreng	stat('energy'.accr)																											0
snowball	3	1	2	3	6		skillname302	skillld302	skillld302	skillan302	17												1				75	StrSkill6		enma	exma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkill11		dm34 + stat('snowballmaxchainhits'.accr)												36	StrSkill3		usmc	256																					40	Sksyn	skillname302	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
frost cloak	3	3	3	3	28		skillname303	skillld303	skillld303	skillan303	5																75	StrSkill6		enma	exma	36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	30 - stat('cdrtosorcauras'.accr)	25																					36	StrSkill3		usmc	256																					40	Sksyn	skillname303	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
wave of force	3	2	1	3	16		skillname304	skillld304	skillld304	skillan304	5																					75	StrSkill6		enma	exma	74	StrSkillReleaseswaves		2 + stat('TPproj'.accr)																	36	StrSkill3		usmc	256																					40	Sksyn	skillname304	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
ice shard	3	4	2	3	38	17	skillname305	skillld305	skillld305	skillan305	5																36	StrSkill3		usmc	256	36	StrSkillFreezeLengthSingular	StrSkill29	ln34 * (100 + skill('Blizzard'.blvl) * par7) / 100	25	75	StrSkill6		enma	exma	74	StrSkillReleasesProjectiles		1 + stat('projectilestoiceshard'.accr)												36	StrSkillRadiusSingular	StrSkill18	ln12*2	3																					40	Sksyn	skillname305	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
ice queen	3	5	3	3	48	25	skillname306	skillld306	skillld306	skillan306																	74	ModStr4p		pst3		74	ModStr5m		pst2		74	ModStr2g		pst1		74	ModStr4v		pst4																																																																								0
twin peaks	3	2	2	3	18	16	skillname307	skillld307	skillld307	skillan307	17												1				36	StrSkill3		usmc	256	75	StrSkill6		enma	exma	74	StrSkillnumberofpeaks		2 + (blvl/15) + stat('TPproj'.accr) + (skill('Cold Mastery'.blvl)/30)																																										40	Sksyn	skillname307	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
splitting staff	3	5	1	3	46		skillname308	skillld308	skillld308	skillan308	17												1				36	StrSkill3		usmc	256	75	StrSkill6		enma	exma	74	StrSkillReleasesStaffs		ln12		74	StrSkill22		toht		74	WeapDamsk		(128*100/128)		74	StrSkillDEFATT		300 + (60*lvl)																											40	Sksyn	skillname308	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
ars nova borealis	3	6	1	3	56		skillname309	skillld309	skillld309	skillan309	5																36	StrSkill3		usmc	256						75	StrSkill6		enma	exma																36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	125	25																					40	Sksyn	skillname309	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
storm strike	2	1	2	2	4	19	skillname310	skillld310	skillld310	skillan310	17												1				36	StrSkill3		usmc	256	75	StrSkill7		enma	exma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkill11		dm34 + stat('stormstrikemaxchainhits'.accr)																																40	Sksyn	skillname310	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
lightning speed	2	3	2	2	26	20	skillname311	skillld311	skillld311	skillan311	5																74	ModStr4s		ln12		75	StrSkill7		enma	exma	74	ModStr4m		ln12		36	StrSkillDurationSingular	StrSkill20	2500	25																																				40	Sksyn	skillname311	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
storm cloak	2	2	1	2	12	21	skillname312	skillld312	skillld312	skillan312	5																75	StrSkill7		enma	exma	36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	30 - stat('cdrtosorcauras'.accr)	25																					36	StrSkill3		usmc	256																					40	Sksyn	skillname312	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
scepter of zeus	2	4	2	2	34		skillname313	skillld313	skillld313	skillan313	17												1				36	StrSkill3		usmc	256	75	StrSkill7		enma	exma	74	StrSkillReleasesScepters		ln12		74	StrSkill22		toht		74	WeapDamsk		(128*100/128)																																40	Sksyn	skillname313	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
lightning orb	2	3	1	2	24		skillname314	skillld314	skillld314	skillan314	5																36	StrSkill3		usmc	256						75	StrSkill7		enma	exma																36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	31-(blvl)	25																					40	Sksyn	skillname314	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
storm force	2	5	1	2	42		skillname315	skillld315	skillld315	skillan315	5																75	StrSkill7		enma	exma																										36	StrSkill3		usmc	256																					40	Sksyn	skillname315	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
flaming spears	3	2	2	3	16		skillname316	skillld316	skillld316	skillan316	17												1				36	StrSkill3		usmc	256	75	StrSkill5		enma	exma	74	StrSkill22		toht		74	WeapDamsk		(128*100/128)																																					40	Sksyn	skillname316	1		76	Firedplev	strchreng	stat('energy'.accr)																											0
fan of glaives	3	6	2	3	56		skillname317	skillld317	skillld317	skillan317	5																75	StrSkill4		pnma	pxma	36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	75/(1 + stat('fanofglaivecdr'.accr))	25																																														40	Sksyn	skillname317	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
caustic spear	3	4	3	3	38		skillname318	skillld318	skillld318	skillan318	8																36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		(enms*edln/256)/2	(enms*edln/256)/2	36	StrSkill3		usmc	256																36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	31-(blvl)	25																					40	Sksyn	skillname318	1		76	Poisdplev	strchreng	stat('energy'.accr)																											0
shattering javelin	3	2	3	3	18		skillname319	skillld319	skillld319	skillan319	5												1				36	StrSkill3		usmc	256	75	StrSkill6		enma	exma	74	StrSkill22		toht		74	WeapDamsk		(128*100/128)		74	Moditemenrescoldsk		ast1		74	StrSkillwarmthatt		ast2																											40	Sksyn	skillname319	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
unstable current	3	4	2	3	36		skillname320	skillld320	skillld320	skillan320	5																36	StrSkill3		usmc	256	75	StrSkill7			exma	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	15	25																																									40	Sksyn	skillname320	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
holy spearit	3	3	3	3	28		skillname321	skillld321	skillld321	skillan321	17																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	74	StrSkill22		toht		74	WeapDamsk		(128*100/128)																																					40	Sksyn	skillname321	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
holy sword strike	1	1	1	1	0		skillname322	skillld322	skillld322	skillan322	17												1				75	StrSkill39		enma	exma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkillLRATT		ast1		74	StrSkillHEALATT		lvl*15							36	StrSkill3		usmc	256																					40	Sksyn	skillname322	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
shield split	1	1	3	1	2		skillname323	skillld323	skillld323	skillan323	5																75	StrSkill39		enma	exma																										36	StrSkill3		usmc	256																					40	Sksyn	skillname323	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
sword master 	2	1	1	2	4	11	skillname324	skillld324	skillld324	skillan324																	74	eskillincasemasteryX		dm56		74	StrSkillDamagePercent		ln34 +stat('strength'.accr)		74	StrSkill22		ln12																																																																													0
longevity	3	1	1	3	6	6	skillname325	skillld325	skillld325	skillan325																	36	StrSkill34		usmc	256	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	75	ModStr2u		ln56		75	ModStr2t		ln56		74	StrSkill100		ln34 + stat('maxhptolongevity'.accr)		74	ModStr3f		lvl*3																																																														0
fireproof	3	1	3	3	8		skillname326	skillld326	skillld326	skillan326																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkillMaxResistFireActive		ast2		74	StrSkill51		blvl*2		74	StrSkill103		blvl																																																																								0
judgement cross	1	1	2	1	10		skillname327	skillld327	skillld327	skillan327	5												1				36	StrSkill3		usmc	256	75	StrSkill39			exma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	Stralldmgreduced		ast2																																40	Sksyn	skillname327	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
righteous fire	2	2	1	2	12		skillname328	skillld328	skillld328	skillan328	5																75	StrSkill5		enma	exma																36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	20 - stat('auracooldownelemental'.accr)	25																															40	Sksyn	skillname328	1		76	Firedplev	strchreng	stat('energy'.accr)																											0
hammer master	2	1	2	2	14	7	skillname329	skillld329	skillld329	skillan329																	74	eskillincasemasteryX		dm56		74	StrSkillDamagePercent				74	StrSkill22		ln12																																																																													0
coldproof	3	2	3	3	18		skillname330	skillld330	skillld330	skillan330																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkillMaxResistColdActive		ast2		74	StrSkill52		blvl*2		74	StrSkillAbsorbCold		blvl																																																																								0
shotgun bolts	1	2	2	1	20		skillname331	skillld331	skillld331	skillan331	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	74	StrSkillReleasesProjectiles		3 + stat('maximumcursedhammers'.accr) + clc4																																										40	Sksyn	skillname331	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
mace toss	1	2	3	1	22		skillname332	skillld332	skillld332	skillan332	5												1				36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	74	StrSkillReleasesMaces		ln12 + stat('projectilestomacetoss'.accr)																																										40	Sksyn	skillname332	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
scepter master	2	1	3	2	24	8	skillname333	skillld333	skillld333	skillan333																	74	eskillincasemasteryX		dm56		74	StrSkillDamagePercent				74	StrSkill22		ln12																																																																													0
crippling wave	3	2	1	3	38		skillname334	skillld334	skillld334	skillan334																						36	StrSkillDebuffDuration	StrSkill20		25	36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	ln34	25	74	ModStr2uPercent		-(blvl*clc6)												36	StrSkillRadiusSingular	StrSkill18	(ln12*2)	3	74	StrSkill89		(-10) - (lvl/2)		74	StrSkill106		(-10) - (lvl/2)		74	StrSkill38		(-10) - (lvl/2)																																										0
lightningproof	3	3	3	3	28		skillname335	skillld335	skillld335	skillan335																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkillMaxResistLightningActive		ast2		74	StrSkill53		blvl*2		74	ModStr5i		blvl																																																																								0
hammer nova	1	3	1	1	40		skillname336	skillld336	skillld336	skillan336	5																					75	StrSkill39		enma	exma	74	ModitemHPaK		ast2																	36	StrSkill3		usmc	256																					40	Sksyn	skillname336	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
climhazard	1	4	1	1	50		skillname337	skillld337	skillld337	skillan337	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma																																														40	Sksyn	skillname337	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
runic hammer	1	2	1	1	32		skillname338	skillld338	skillld338	skillan338	17												1				75	StrSkill39		enma	exma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkillELEATT		blvl*2												36	StrSkill3		usmc	256																					40	Sksyn	skillname338	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
agility	2	3	1	2	34		skillname339	skillld339	skillld339	skillan339																	74	StrSkill24		dm34																																																																																							0
frostflower	2	2	2	2	36	10	skillname340	skillld340	skillld340	skillan340	5																75	StrSkill6		enma	exma																36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	20 - stat('auracooldownelemental'.accr)	25																															40	Sksyn	skillname340	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
boon of the hoarder	3	2	2	3	26		skillname341	skillld341	skillld341	skillan341																	75	ModStr1w		ln12		75	ModStr1x		ln12*(1 + stat( 'BOTHdoublemfbonus'.accr))		75	ModStr4p		blvl*3																																																																													0
warrior of light	1	3	2	1	30		skillname342	skillld342	skillld342	skillan342																	75	StrSkill39		enma	exma	36	StrSkillDurationSingular	StrSkill20	ln56	25	75	ModStr1h		(stat('item_lightradius'.accr)*10)		74	Moddmgtomultishot		ast4																																					40	Sksyn	skillname342	1		76	Magdplev	Damplightradius	stat('item_lightradius'.accr)*4																											0
electromagnetic	2	2	3	2	44		skillname343	skillld343	skillld343	skillan343	5																36	StrSkill3		usmc	256	75	StrSkill7		enma	exma											36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	20 - stat('auracooldownelemental'.accr)	25																															40	Sksyn	skillname343	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
heavens fury	2	3	2	2	46		skillname344	skillld344	skillld344	skillan344	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma											36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	150/(2 + stat('heavensfurycd'.accr))	25																																																																		0
master of magic	3	4	1	3	58		skillname345	skillld345	skillld345	skillan345																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkillLightningDamagePercent		ln34		74	StrSkillFireDamagePercent		ln34		74	StrSkillColdDamagePercent		ln34		74	StrSkill22		ln56		74	Moddmgtoholy		ln34																																																														0
volcanic shout	3	1	1	3	8		skillname346	skillld346	skillld346	skillan346	5																75	StrSkill5		enma	exma	75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkillMaxTargets		ln12 + stat('volcanicshouttargets'.accr)																																					40	Sksyn	skillname346	1		76	Firedplev	strchreng	stat('energy'.accr)		76	Damplev	strchrdex	stat('dexterity'.accr)																						0
thunderous mace	1	1	2	1	0	22	skillname347	skillld347	skillld347	skillan347	5												1				36	StrSkill3		usmc	256	75	StrSkill7		enma	exma	74	StrSkill22		toht		74	WeapDamsk		(128*100/128)		74	StrATTRES		blvl*3							36	StrSkill3		usmc	256																					40	Sksyn	skillname347	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
explosive potion	3	1	3	3	10		skillname348	skillld348	skillld348	skillan348	5																75	StrSkill5		enma	exma	75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256																																									40	Sksyn	skillname348	1		76	Firedplev	strchreng	stat('energy'.accr)		76	Damplev	strchrdex	stat('dexterity'.accr)																						0
homing axes	1	2	3	1	14		skillname349	skillld349	skillld349	skillan349	7	ln34 + (stat('homingaxespercentincrease'.accr)*blvl) + ((stat('physaxeskilldmg'.accr)*blvl)*10)											1				74	StrSkillDamagePercent		ln34 + (stat('homingaxespercentincrease'.accr)*blvl) + (stat('physaxeskilldmg'.accr)*blvl)		74	WeapDamsk		(128*100/128)		74	StrSkillthrowsaxes		5		36	StrSkill3		usmc	256	74	StrSkilldrwhileatt		ast1																																																																			0
axe storm	1	2	1	1	12		skillname350	skillld350	skillld350	skillan350	5												1				36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht																																					40	Sksyn	skillname350	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
avalanche	3	2	1	3	22	28	skillname351	skillld351	skillld351	skillan351	5																36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	75	StrSkill6		enma	exma	74	StrSkillReleasesProjectiles		ln12 + stat('increasedtargetstoavalanche'.accr)																																					40	Sksyn	skillname351	1		76	Colddplev	strchreng	stat('energy'.accr)		76	Damplev	strchrdex	stat('dexterity'.accr)																						0
rocksplit	1	3	2	1	26	23	skillname352	skillld352	skillld352	skillan352	5												1				36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkillFRAGATT		lvl*2		74	StrSkill22		toht																											40	Sksyn	skillname352	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
swordsplosion	1	3	3	1	28		skillname353	skillld353	skillld353	skillan353	5																75	StrSkill4		pnma	pxma	36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	clc6	25																																														40	Sksyn	skillname353	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
ravager	2	3	1	2	30		skillname354	skillld354	skillld354	skillan354																	74	ModitemHPaK		ln12		74	ModStr5f		ln34																																																																																		0
zantetsuken	1	6	2	1	52		skillname355	skillld355	skillld355	skillan355	5												1				75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkill22		toht		74	WeapDamsk		(128*100/128)																																					40	Sksyn	skillname355	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
frostborn	2	4	3	2	38	27	skillname356	skillld356	skillld356	skillan356																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	ln12	25	75	StrSkill6		enma	exma	74	Str1h		blvl*75																																					40	Sksyn	skillname356	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
skadi's spear	1	4	1	1	34		skillname357	skillld357	skillld357	skillan357	5												1				36	StrSkill3		usmc	256	75	StrSkill6		enma	exma	74	StrSkill22		toht		74	WeapDamsk		(128*100/128)												74	StrSkillReleasesSpears		ln12																						40	Sksyn	skillname357	1		76	Colddplev	strchreng	stat('energy'.accr)																											0
electrical storm	3	4	1	3	40	24	skillname358	skillld358	skillld358	skillan358	5																36	StrSkill3		usmc	256	75	StrSkill7		enma	exma	75	StrSkill4		pnma	pxma	74	StrSkillMaxTargets		ln12 + stat('electricalstormtargets'.accr)																																					40	Sksyn	skillname358	1		76	Ltngdplev	strchreng	stat('energy'.accr)																											0
acid skull	2	1	2	2	2		skillname359	skillld359	skillld359	skillan359	5																36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256	74	StrSkillwarmthatt		blvl*12																	36	StrSkill3		usmc	256																					40	Sksyn	skillname359	1		76	Poisdplev	strchreng	stat('energy'.accr)																											0
forcewave	1	4	2	1	36		skillname360	skillld360	skillld360	skillan360	5												1				75	StrSkill4		pnma	pxma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkill11		dm34 + stat('forcewavemaxchainhits'.accr)												36	StrSkill3		usmc	256																					40	Sksyn	skillname360	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
magic quiver	2	1	1	2	4	0	skillname361	skillld361	skillld361	skillan361																	36	StrSkillDurationSingular	StrSkill20	len	25	74	Moddmgtomultishot		ast1		36	StrSkill3		usmc	256	74	Moddmgtofragment		ast2																																																																								0
hellfire	3	3	3	3	32		skillname362	skillld362	skillld362	skillan362	5																75	StrSkill5		enma	exma	75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkillReleasesProjectiles		clc1																																					40	Sksyn	skillname362	1		76	Firedplev	strchreng	stat('energy'.accr)		76	Damplev	strchrdex	stat('dexterity'.accr)																						0
arcane warrior	2	6	3	2	54		skillname363	skillld363	skillld363	skillan363																	74	ModStr2u		ln12		74	ModStr2t		ln12		74	ModStr1i		ln34		36	StrSkilldrainsmana	StrSkilldrainsmana	75	25																																																																							0
baal sword	3	6	1	3	56		skillname364	skillld364	skillld364	skillan364	5																75	StrSkill4		pnma	pxma	36	StrSkillswordsfall	StrSkillswordsfall	2	25	36	StrSkillDurationSingular	StrSkill20	75	25	36	StrSkill3		usmc	256																																				40	Sksyn	skillname364	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
power of arrows	2	5	1	2	44		skillname365	skillld365	skillld365	skillan365																	36	StrSkillarrowpower		blvl		74	ModStr1h		blvl*100		36	StrSkillDurationSingular	StrSkill20	len	25																																																																												0
bloodstream	1	1	2	1	0		skillname366	skillld366	skillld366	skillan366	5																75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkillHEALATT		blvl*15		74	StrSkillReleasesProjectiles		clc1																																					40	Sksyn	skillname366	1		76	Damplev	strchreng	stat('energy'.accr)																											0
hells knife	2	2	1	2	14		skillname367	skillld367	skillld367	skillan367	5												1				75	StrSkill39		enma	exma	74	WeapDamsk		(128*100/128)		75	StrSkill4		pnma	pxma	74	StrSkill22		toht		74	StrSkillSUMATT		lvl*2																																40	Sksyn	skillname367	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
knife mastery	2	1	3	2	4		skillname368	skillld368	skillld368	skillan368																	74	eskillincasemasteryX		macr		74	StrSkillDamagePercent		madm		74	StrSkill22		math																																																																													0
blood nova	1	2	1	1	10		skillname369	skillld369	skillld369	skillan369	5																36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma																																														40	Sksyn	skillname369	1		76	Damplev	strchreng	stat('energy'.accr)																											0
ghostly daggers	2	2	2	2	16		skillname370	skillld370	skillld370	skillan370	5																36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	75	StrSkill39		enma	exma																																									40	Sksyn	skillname370	1		76	Magdplev	strchreng	stat('energy'.accr)		76	Damplev	strchrdex	stat('dexterity'.accr)																						0
bleeding heart	1	3	2	1	20		skillname371	skillld371	skillld371	skillan371	5																36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma																																														40	Sksyn	skillname371	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
bloodborne	1	3	3	1	22		skillname372	skillld372	skillld372	skillan372																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	ln12	25	74	ModStr1f		ast1		74	ModStr2z		ln56		74	ModStr4c		ln78																																																																			0
savage vipers	3	3	3	3	28		skillname373	skillld373	skillld373	skillan373																	36	StrSkill3		usmc	256	13	StrSkill42		ln12		74	ModStr1i		ln34		74	StrSkillSnakeNumber		5 + stat('maximumviperssummoned'.accr)		74	WeapDamsk		pst2		34	StrSkill4																																																																0
seeking daggers	2	3	3	2	24		skillname374	skillld374	skillld374	skillan374	7	ln34 + (skill('Knife Mastery'.blvl)*2)											1				74	StrSkillDamagePercent		ln34 		74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkillthrowsdaggers		3		36	StrSkill3		usmc	256	74	StrSkillavoiddmgwhileattacking2		15 + (blvl/3)		36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	100- skill('Knife Mastery'.blvl)	25																					40	Sksyn	skillname374	1		76	Damplev	skillname368	(skill('Knife Mastery'.blvl)*2)																											0
fan of knives	2	4	1	2	34		skillname375	skillld375	skillld375	skillan375	5																75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	75/(1 + clc6)	25																																									40	Sksyn	skillname375	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
blood geysers	1	2	3	1	12		skillname376	skillld376	skillld376	skillan376	5																75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	100	25																																									40	Sksyn	skillname376	1		76	Damplev	strchreng	stat('energy'.accr)																											0
ricochet	1	4	1	1	30		skillname377	skillld377	skillld377	skillan377	5																75	StrSkill4		pnma	pxma	36	StrSkill3		usmc	256	74	StrSkillRicochet		clc1																																										40	Sksyn	skillname377	1		76	Damplev	strchrdex	stat('dexterity'.accr)																											0
spirit shot	1	5	1	1	40		skillname378	skillld378	skillld378	skillan378	5												1				75	StrSkill39		enma	exma	74	StrSkillReleasesProjectiles		3 + (blvl/10)		74	StrSkillDamageToUndead		50		74	StrSkill22		toht		74	WeapDamsk		(128*100/128)																																40	Sksyn	skillname378	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
bone spikes	2	4	2	2	36		skillname379	skillld379	skillld379	skillan379	7	35*(skill('Knife Mastery'.blvl))											1				75	StrSkill39		enma	exma	74	WeapDamsk		(128*100/128)		74	StrSkill22		toht		74	StrSkill11		dm34 + stat('bonespikesmaxtargets'.accr)		75	StrSkill4		pnma	pxma						36	StrSkill3		usmc	256																					40	Sksyn	skillname379	1		76	Magdplev	strchreng	stat('energy'.accr)		76	Damplev	strchrdex	stat('dexterity'.accr)																						0
spirit barrage	2	6	1	2	52		skillname380	skillld380	skillld380	skillan380	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	36	StrSkillDurationSingular	StrSkill20	50 + stat('spiritbarrageincreasedduration'.accr)	25	36	StrSkillMissleFrequency	StrSkillMissleFrequency	9	25	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	125	25																															40	Sksyn	skillname380	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
spirit circle	2	6	2	2	54		skillname381	skillld381	skillld381	skillan381	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	74	StrSkillReleasescircles		2																																										40	Sksyn	skillname381	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
bone storm	2	5	3	2	44		skillname382	skillld382	skillld382	skillan382	5																75	StrSkill39		enma	exma	36	StrSkillDebuffFrequency	StrSkillDebuffFrequencyReapply	20	25																					36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	par3*2	3	36	StrSkillDurationSingular	StrSkill20	2500	25	36										40	Sksyn	skillname382	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
bone shot	1	5	3	1	42		skillname383	skillld383	skillld383	skillan383	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	36	StrSkillDurationSingular	StrSkill20	50	25	36	StrSkillMissleFrequency	StrSkillMissleFrequency	5	25	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	100/(clc6)	25																															40	Sksyn	skillname383	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
bone sentry	3	5	2	3	48		skillname384	skillld384	skillld384	skillan384	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	74	StrSkillSentryNumber		1 + (blvl/10)		74	StrSkillReleasesProjectiles		1		74	StrSkillReleasesshots		5																																40	Sksyn	skillname384	1		76	Magdplev	strchreng	stat('energy'.accr)																											0
