name	*order	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Long Siege Bow	167	bow		8l8	lbb	8l8	0		1	1	0	xxx						1	117	169			3	10	100	100	187	150	180	1	67	1	37	4935	252510		905	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Rune Bow	168	bow		8sw	sbb	8sw	0		1	1	0	xxx						1	124	176			3	10	100	100	214	200	180	1	71	1	37	7800	409200		905	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Gothic Bow	169	bow		8lw	lbb	8lw	0		1	1	0	xxx						1	127	179			3	10	100	100	214	200	180	1	75	1	37	11025	601800		905	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Arbalest	170	xbow		8lx	lxb	8lx	0		1	1	0	xxx						1	104	156			3	0	100	100	178	150	180	1	49	1	33	2709	111606		905	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	inv8lxu	inv8lxu	1	3	0	reload lag between shots	0	item_crossbow	12						item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Siege Crossbow	171	xbow		8mx	lxb	8mx	0		1	1	0	xxx						1	117	169			3	-10	100	100	187	150	180	1	58	1	37	7335	315900		905	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	4	0	reload lag between shots	0	item_crossbow	12						item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ballista	172	xbow		8hx	hxb	8hx	0		1	1	0	xxx						1	124	176			3	-10	100	100	214	200	180	1	68	1	37	12588	617636		905	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	4	0	reload lag between shots	0	item_crossbow	12						item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Chu-Ko-Nu	173	xbow		8rx	hxb	8rx	0		1	1	0	xxx						1	127	179			3	-10	100	100	241	230	180	1	75	1	37	8517	489418		905	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	4	0	fires 5 shots before reload	0	item_crossbow	12						item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Khalim's Flail	174	mace		qf1	fla	qf1	0		1		0	xxx			5	59							3	-10	100	100	70	70	180		0	1	0	1412	0		905	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	3	0		0	item_sword	12						item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	0	0	
Khalim's Will	175	mace		qf2	fla	qf2	0		1		0	xxx			5	59							3	-10	100	100	70	70	180		0	1	0	1412	0		905	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	3	0		0	item_sword	12						item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	0	0	
Expansion	176								1														3	-10	100	100			180			1																																																																																																																																								1					
Katar	177	h2h		ktr	ktr	ktr	100		1	1	0	xxx			12	24							3	0	100	100	70	70	180		1	1	0	72	3072		905	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3	1	2		1	1	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	wrb	btl	1	0	
Wrist Blade	178	h2h		wrb	ktr	wrb	100		1	1	0	xxx			18	36							3	-10	100	100	90	85	180		9	1	11	220	8980		905	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3	1	1		1	1			1	1	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	axf	skr	1	0	
Hatchet Hands	179	h2h		axf	axf	axf	100		1	1	0	xxx			22	44							3	-10	100	100	90	85	180		16	1	12	466	14092		905	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	20					255					255		1	1	1	20					255					255	1	1			255					255					255					255					255					255					255					255	1	2	1	ces	clw	1	0	
Cestus	180	h2h		ces	axf	ces	100		1	1	0	xxx			30	60							3	-10	100	100	116	100	180		20	1	13	514	17710		905	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1		1	20					255					255					255					255					255					255					255	1	2	1	clw	btl	1	0	
Claws	181	h2h		clw	clw	clw	100		1	1	0	xxx			40	80							3	-10	100	100	116	100	180		25	1	15	683	23794		905	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1	1	1	20					255					255					255		1	1	1	20					255					255					255					255					255					255	1	2	1	btl	xxx	1	0	
Blade Talons	182	h2h		btl	clw	btl	100		1	1	0	xxx			50	90							3	-10	100	100	134	125	180		29	1	22	847	30787		905	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1			255					255					255					255	1	1		1	20					255					255		1			255					255	1	1	1	1	20					255	1	2	1	xxx	xxx	1	0	
Scissors Katar	183	h2h		skr	skr	skr	100		1	1	0	xxx			60	100							3	-10	100	100	134	125	180		34	1	25	1029	39196		905	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	1		1	20	1	1	1	1	20	1	1	1	1	20			1	1	20					255	1	2	1	xxx	xxx	1	0	
Quhab	184	h2h		9ar	ktr	9ar	100		1	1	0	xxx			70	120							3	-10	100	100	147	130	180		40	1	31	2334	81852		905	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Wrist Spike	185	h2h		9wb	ktr	9wb	100		1	1	0	xxx			80	130							3	-10	100	100	147	130	180		46	1	36	4203	152996		905	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Fascia	186	h2h		9xf	axf	9xf	100		1	1	0	xxx			90	140							3	-10	100	100	178	150	180		52	1	40	4203	171808		905	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Hand Scythe	187	h2h2		9cs	axf	9cs	100		1	1	0	xxx			100	150							3	-10	100	100	187	150	180		59	1	45	2964	144524		905	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Greater Claws	188	h2h2		9lw	clw	9lw	100		1	1	0	xxx			110	160							3	-10	100	100	187	150	180		65	1	49	5061	252745		905	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Greater Talons	189	h2h2		9tw	clw	9tw	100		1	1	0	xxx			130	170							3	-10	100	100	214	200	180		73	1	55	9291	492050		905	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Scissors Quhab	190	h2h2		9qr	skr	9qr	100		1	1	0	xxx			130	180							3	-10	100	100	241	230	180		75	1	60	14223	797542		905	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Suwayyah	191	h2h2		7ar	ktr	7ar	100		1	1	0	xxx			160	178							3	-10	100	100	241	230	180		81	1	66	16205	988095		905	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Wrist Sword	192	h2h2		7wb	ktr	7wb	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	84	16996	1087252		905	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
War Fist	193	h2h2		7xf	axf	7xf	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	84	15784	1109812		905	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Battle Cestus	194	h2h2		7cs	axf	7cs	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	84	15537	1173201		905	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Feral Claws	195	h2h2		7lw	clw	7lw	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	84	16035	1292230		905	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Runic Talons	196	h2h2		7tw	clw	7tw	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	84	17396	1452076		905	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Scissors Suwayyah	197	h2h2		7qr	skr	7qr	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		87	1	91	18002	1575170		905	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Tomahawk	198	axe		7ha	hax	7ha	100		1	1	0	xxx			170	190							3	-10	100	100	241	230	180		75	1	60	14033	787282		905	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	2	0		0	item_smallmetalweapon	12						item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	1	xxx	xxx	1	0	
Small Crescent	199	axe		7ax	axe	7ax	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	67	15781	995641		905	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	4	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	1	xxx	xxx	1	0	
Ettin Axe	200	axe		72a	axe	72a	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	78	13496	982220		905	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	4	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	1	xxx	xxx	1	0	
War Spike	201	axe		7mp	axe	7mp	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	88	16108	1314532		905	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	4	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Berserker Axe	202	axe		7wa	hax	7wa	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		87	1	91	15957	1401345		905	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	4	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Feral Axe	203	axe		7la	lax	7la	100		1	1	0	xxx						1	250	270			3	-10	100	100	241	230	180		78	1	63	17430	1024510		905	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Silver-edged Axe	204	axe		7ba	lax	7ba	100		1	1	0	xxx						1	279	299			3	-10	100	100	267	245	180		84	1	72	18956	1267140		905	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Decapitator	205	axe		7bt	btx	7bt	100		1	1	0	xxx						1	279	299			3	-10	100	100	267	245	180		84	1	81	16377	1234521		905	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	1	xxx	xxx	1	0	
Champion Axe	206	axe		7ga	btx	7ga	100		1	1	0	xxx						1	279	299			3	-10	100	100	267	245	180		87	1	91	19245	1621590		905	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Glorious Axe	207	axe		7gi	gix	7gi	100		1	1	0	xxx						1	279	299			3	0	100	100	267	245	180		87	1	91	18431	1611635		905	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Polished Wand	208	wand		7wn	wnd	7wn	100		1	1	0	xxx			160	180							3	-10	100	100	241	230	180		75	1	61	9412	547660		905	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12						item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ghost Wand	209	wand		7yw	ywn	7yw	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	90	8786	606090		905	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12						item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Lich Wand	210	wand		7bw	bwn	7bw	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	90	9208	730600		905	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12						item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Unearthed Wand	211	wand		7gw	bwn	7gw	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	90	7687	706582		905	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2	0	magically charged	0	item_wand	12						item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Truncheon	212	club		7cl	clb	7cl	100		1	1	0	xxx			130	160							3	-10	100	100	214	200	180		82	1	74	1488	105876		905	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2	0		0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	1	xxx	xxx	1	0	
Mighty Scepter	213	scep		7sc	mac	7sc	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		82	1	74	20199	1285838		905	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	2	0	magically charged	0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Seraph Rod	214	scep		7qs	mac	7qs	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	84	23501	1826576		905	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Caduceus	215	scep		7ws	whm	7ws	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	84	22870	1988950		905	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	4	0	magically charged	0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Tyrant Club	216	club		7sp	clb	7sp	100		1	1	0	xxx			160	178							3	-10	100	100	241	230	180		82	1	74	6793	418201		905	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Reinforced Mace	217	mace		7ma	mac	7ma	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		82	1	74	14765	964195		905	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Devil Star	218	mace		7mt	mac	7mt	100		1	1	0	xxx			170	190							3	-10	100	100	178	240	180		82	1	74	15674	1134680		905	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Scourge	219	mace		7fl	fla	7fl	100		1	1	0	xxx			170	190							3	-10	100	100	215	290	180		82	1	74	19532	1524932		905	fla	9fl	7fl	1hs	1hs	5	1hsl	1	3					flpfla	invfla			1	3	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Legendary Mallet	220	hamm		7wh	whm	7wh	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	91	14388	1223316		905	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	4	0		0	item_sword	12						item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Ogre Maul	221	hamm		7m7	mau	7m7	100		1	1	0	xxx						1	279	299			3	20	100	100	267	245	180		84	1	76	12156	875764		905	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Thunder Maul	222	hamm		7gm	mau	7gm	100		1	1	0	xxx						1	279	299			3	20	100	100	267	245	180		87	1	91	17821	1559785		905	gma	9gm	7gm	stf	stf	5	2hsl	2	4					flpgma	invgma			1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Falcata	223	swor		7ss	ssd	7ss	100		1	1	0	xxx			160	178							3	-10	100	100	241	230	180		77	1	63	15680	908580		905	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Ataghan	224	swor		7sm	scm	7sm	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	90	16103	1015283		905	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Elegant Blade	225	swor		7sb	scm	7sb	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	90	22785	1469455		905	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Hydra Edge	226	swor		7fc	flc	7fc	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	91	18479	1312051		905	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	2	0		0	item_sword	12						item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
